Gene,Chr,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,ManualScore,TargetID
PF3D7_0719300,chr7,39205.573,34812.077,31255.682,19800.99245,48620.818,62273.548,55630.266,54800.328,55756.783,52875.928,27218.433,73693.443,64833.85,62121.639,24655.0936,0.368,-2.587,307,426.3606589,tr|G3V1Y1|G3V1Y1_HUMAN
PF3D7_0719400,chr7,27809.212,60029.641,72215.588,23543.75305,2843.548,2897.24,12623.213,38436.858,66162.989,67212.269,35034.732,176104.903,155916.973,165876.101,73224.3144,1,-2.574,816,0,
PF3D7_0719500,chr7,6400.21,17638.693,27058.388,49158.89845,4492.311,2940.421,17597.856,47215.705,83940.042,74560.011,70834.609,47194.267,44920.247,62859.627,19036.4147,0.184,-2.777,87,2123.13949,sp|Q3MIR4|CC50B_HUMAN
PF3D7_0719600,chr7,415170.773,455260.655,418550.06,48420.3687,283856.449,484877.665,401792.013,232894.059,106490.165,75235.811,45400.537,31862.637,27978.258,23285.026,5394.4462,0.847,-2.407,8,6705.176879,sp|P62913|RL11_HUMAN
PF3D7_0719700,chr7,142256.572,108846.4,97807.256,60786.2207,283008.765,406410.14,375270.413,245341.883,146064.055,107538.679,68924.983,43909.674,35891.134,40597.789,26881.3796,0.18,-2.637,7,4014.623358,sp|P46783|RS10_HUMAN
PF3D7_0719800,chr7,3375.95,18313.754,16425.379,4191.3987,6045.01,7134.348,9274.459,15088.246,14244.887,11888.877,7681.019,10967.161,12822.853,11299.042,1109.699,0.243,-3.54,62,0,
PF3D7_0719900,chr7,21855.841,34494.347,47376.588,8212.39115,22358.393,19484.253,20219.773,31655.235,28862.014,23174.652,12159.337,27444.856,26159.028,25157.454,8729.1124,0.165,-2.803,2481,0,
PF3D7_0720000,chr7,39822.425,49136.376,48912.648,12894.6608,36470.6,45197.283,46897.512,44961.505,35677.252,23814.14,18134.146,7524.071,7906.214,31080.9,0,0.135,-2.898,52,3025.661538,sp|Q9Y3B2|EXOS1_HUMAN
PF3D7_0720100,chr7,21588.433,36888.141,43389.075,28116.98425,49796.958,50698.188,48478.127,44826.12,54589.468,34075.301,31934.12,12988.03,8858.48,14298.348,7299.0228,0.199,-2.807,123,1607.834118,sp|Q9ULW3|ABT1_HUMAN
PF3D7_0720200,chr7,8934.797,25885.087,26556.15,31257.42555,59859.739,71783.524,70942.801,63382.562,60751.802,39829.383,32831.237,23273.745,42975.417,44736.281,1174.7726,0.121,-2.787,32,0,
PF3D7_0720300,chr7,0,1465.292,3073.628,40035.51985,8540.336,1465.189,2634.009,3757.782,17071.267,15269.847,36760.227,2712.699,9538.21,15730.438,0,0.981,-2.072,32,0,
PF3D7_0720400,chr7,32909.511,49514.223,37162.902,27427.0946,17769.983,42471.524,72841.176,65204.396,53335.648,44578.103,39730.374,41204.065,60603.436,49761.125,55019.1741,0.996,-2.908,136,2523.379439,sp|Q96NN9|AIFM3_HUMAN
PF3D7_0720500,chr7,17446.762,17216.33,28194.333,14866.79265,20300.256,17351.117,27899.729,53960.903,44757.214,26289.689,25726.907,44824.41,55463.669,71623.674,116945.3653,0.169,-3.381,19,0,
PF3D7_0720600,chr7,15452.531,91799.064,123949.357,15758.9083,27324.038,17237.441,21582.944,50958.693,40770.889,26263.677,25758.662,75545.636,68477.026,102592.869,45149.8427,1,0,34,0,
PF3D7_0720700,chr7,3179.022,10714.439,16866.768,66410.7759,70257.712,33615.26,10560.018,26535.775,54550.754,69299.996,84981.492,61129.951,60543.09,34864.553,91950.8244,1,-2.65,1589,161.5896584,tr|E5RK28|E5RK28_HUMAN
PF3D7_0720800,chr7,59593.228,29144.678,43743.116,12072.30125,3394.424,8987.591,43670.37,47647.981,33553.675,29376.704,17422.824,21266.137,25182.255,20979.265,46335.3966,0.139,-2.831,54,3282.872727,sp|Q9BY32|ITPA_HUMAN
PF3D7_0720900,chr7,8635.114,39339.315,56409.555,7882.5804,1530.674,2878.23,17740.126,34827.575,33171.326,17559.512,15619.231,80326.623,81181.46,55770.953,38460.1594,0.984,-1.824,71,0,
PF3D7_0721000,chr7,25376.158,13447.197,21340.495,22111.73275,12653.35,19498.866,25488.448,41750.653,57509.326,48579.752,28588.026,17185.248,22125.776,23138.298,25482.4516,0.221,-2.698,331,49.14773056,sp|Q5T870|PRR9_HUMAN
PF3D7_0721100,chr7,723831.69,596048.25,634187.531,60079.1827,15709.222,125583.394,395681.58,505887.884,293540.482,194653.239,152767.223,11539.468,7119.627,21325.557,27813.5218,0.121,-2.967,40,0,
PF3D7_0721200,chr7,2802.772,3739.449,9122.027,16134.15855,17916.875,13591.726,9188.691,15850.124,20228.704,16669.758,26833.572,124746.467,116627.495,92007.992,34346.1761,0.401,-2.496,640,0,
PF3D7_0721300,chr7,32933.078,48914.542,29015.488,22341.0716,78868.004,99300.427,68938.354,37673.198,33238.786,35259.587,21149.088,23689.911,12072.776,9865.73,14804.899,0.149,-2.847,451,867.6300334,tr|A0AAK2PNZ4|A0AAK2PNZ4_HUMAN
PF3D7_0721400,chr7,93077.735,94534.455,104196.502,12387.21195,7248.738,25704.979,55338.418,79826.188,54934.524,41486.509,23684.869,48498.304,31462.7,36067.171,20640.9061,1,-0.166,43,0,
PF3D7_0721500,chr7,18238.89,32828.475,62949.996,3247.89515,1364.312,1460.861,3536.478,8351.828,11311.07,6019.975,7340.303,6032.731,7996.063,8754.442,5070.5423,0.167,-2.777,385,0,
PF3D7_0721600,chr7,645655.113,534444.166,364656.356,168879.7836,838108.978,1192412.107,950366.126,635508.54,370143.675,299872.026,188509.821,151587.232,116789.061,108771.34,20902.9491,0.12,-2.873,15,7333.322564,sp|P46782|RS5_HUMAN
PF3D7_0721700,chr7,0,25109.781,6755.412,10757.3727,5799.478,1605.806,1260.382,2760.371,13685.765,9265.343,12360.059,122771.098,98411.7,77657.895,96977.5857,1,-2.882,109,0,
PF3D7_0721800,chr7,347122.758,338228.953,314032.576,33791.61885,38755.103,61308.877,77699.288,123471.494,118773.811,82190.544,60724.724,172116.258,118989.269,69115.973,105838.8497,0.165,0,19,0,
PF3D7_0721900,chr7,18323.507,10018.462,14999.033,37222.72255,33280.132,40026.877,34101.03,34635.468,44413.609,41897.005,56618.407,55333.082,34354.235,38706.195,85436.2541,0.208,0,13,0,
PF3D7_0722000,chr7,31946.691,48804.083,59229.191,16266.73695,27412.868,30038.001,26371.644,18978.039,19061.131,15980.667,21388.338,14371.594,8786.501,18476.905,585.3971,0.998,-2.061,147,0,
PF3D7_0722100,chr7,4825.556,23408.147,18536.765,21980.6198,35633.163,31940.251,23786.702,32579.113,27491.202,19676.803,22171.81,19076.516,9757.247,7971.814,5275.5345,1,-0.646,120,3523.587097,sp|Q9BRX2|PELO_HUMAN
PF3D7_0722200,chr7,7852.916,23639.788,8336.462,244598.8254,21607.824,3985.804,1670.964,61214.343,241784.034,433574.152,402320.936,15994.845,14786.581,12676.604,1680.5775,0.241,-2.644,302,0,
PF3D7_0722300,chr7,40587.125,34039.393,36167.909,23627.37135,37813.758,33823.796,29445.139,20023.41,15745.384,20608.269,20341.002,21656.95,28158.157,21664.015,31578.1106,1,-2.722,362,180.179525,sp|Q7Z569|BRAP_HUMAN
PF3D7_0722400,chr7,229569.344,203230.484,136424.573,97062.75985,188956.352,249731.648,277057.338,261648.094,179712.193,111309.56,99648.161,20673.65,13189.365,15733.175,1323.8685,0.12,-2.921,22,5419.847328,sp|Q9NTK5|OLA1_HUMAN
PF3D7_0722500,chr7,41632.439,36562.438,55846.754,37848.4774,86580.862,72024.687,67248.634,64214.664,50940.254,58747.596,37929.793,28738.537,41911.126,51987.517,3834.0171,0.784,-1.881,93,1477.654296,sp|Q9P013|CWC15_HUMAN
PF3D7_0722600,chr7,37049.987,62785.575,53671.28,77124.0133,110520.283,104891.484,76459.672,60847.343,81504.53,94859.127,75514.892,49443.274,40983.476,61216.912,35028.9041,0.245,-2.718,114,2093.031728,sp|O15213|WDR46_HUMAN
PF3D7_0722700,chr7,102111.749,76686.008,93489.285,32172.60165,10579.181,14096.181,15731.801,40400.103,58172.004,38959.399,52410.301,108606.085,100721.239,96806.751,8636.8007,0.163,0,19,0,
PF3D7_0722800,chr7,793.805,1330.1,1353.588,8003.6301,2443.925,1708.449,898.176,1016.496,7806.535,7303.346,8742.542,456740.782,802451.745,1064346.745,391045.9293,0.998,-2.575,145,0,
PF3D7_0722900,chr7,572.553,19286.484,35630.554,5749.5263,568.993,137.026,119.583,3929.76,9388.398,9414,8040.094,87724.663,115007.286,161866.698,22082.4117,0.666,-2.366,68,0,
PF3D7_0723000,chr7,1902.396,22836.143,30621.26,9506.3701,11319.473,11641.856,17447.763,14780.612,11948.408,9088.42,9286.007,2490.498,3606.922,4106.907,0,0.14,-3.009,55,3511.730769,sp|Q9NWX6|THG1_HUMAN
PF3D7_0723100,chr7,0,2217.857,5685.019,3480.752,523.592,60.925,284.15,1774.777,4753.683,4255.668,5219.397,9344.909,12205.855,23254.767,0,1,-0.424,138,0,
PF3D7_0723200,chr7,1425.471,1277.119,2750.879,9556.6602,650.256,160.62,791.443,1972.285,11068.585,5768.637,11190.881,52523.798,79203.223,53948.109,30362.8496,0.885,-1.844,58,0,
PF3D7_0723300,chr7,880.655,6006.619,5599.419,87106.73705,5782.92,1774.799,4788.602,22008.903,65825.58,88513.828,108073.775,316421.595,486861.327,595796.218,322091.921,0.792,-2.426,221,0,
PF3D7_0723400,chr7,88227.454,46461.968,56812.32,34969.9047,119161.533,109337.99,71917.631,47730.457,42875.316,41493.723,26454.056,50617.623,41318.795,35729.436,19241.3063,1,-2.317,800,0,
PF3D7_0723500,chr7,69887.384,20928.571,20240.236,5365.17785,11415.564,10399.563,6629.473,8707.723,9196.421,5843.454,7238.927,26419.575,27908.439,13831.055,391.8445,0.599,-2.327,53,2876.067257,sp|Q9BTE1|DCTN5_HUMAN
PF3D7_0723600,chr7,155433.307,153550.063,154203.598,7483.03555,49724.882,45346.398,38659.139,30877.552,14648.167,10949.417,10307.636,6333.858,11609.221,14032.409,0,0.119,-3.433,57,0,
PF3D7_0723700,chr7,6100.614,11222.495,13262.072,7623.22795,5271.073,12512.846,16671.168,17405.262,22312.809,21840.616,11024.686,114230.926,96158.962,95638.895,87039.2172,0.48,-2.518,443,843.0353682,sp|Q9H777|RNZ1_HUMAN
PF3D7_0723800,chr7,25089.087,11275.113,19286.526,25058.72245,2585.895,1735.218,11107.721,30552.584,46025.854,47514.571,40612.044,23780.389,32440.781,18299.481,46773.3538,0.119,-3.004,25,200.9160274,sp|Q969E4|TCAL3_HUMAN
PF3D7_0723900,chr7,51913.49,38496.319,36653.753,17526.89205,45041.948,56968.723,38684.758,45373.802,39299.914,38222.064,22150.089,38258.102,33993.56,20089.953,35365.8058,1,-1.763,682,0,
PF3D7_0724000,chr7,4089.834,4583.166,8594.056,2936.1702,1960.801,2640.554,3975.473,7060.306,8559.693,6649.894,4521.95,30420.972,45717.294,26390.914,9688.9162,0.127,-3.09,747,258.2603306,sp|Q8TEA7|TBCK_HUMAN
PF3D7_0724100,chr7,40755.267,52811.31,63392.071,54984.24375,65024.553,82177.401,110578.711,122635.733,124464.712,141601.596,54165.966,33865.247,44042.897,24573.43,23230.1167,0.64,-2.325,558,408.7742772,sp|Q4G0P3|HYDIN_HUMAN
PF3D7_0724200,chr7,46336.802,151548.668,202914.822,11009.10575,20539.222,29568.119,39646.659,36948.149,28849.311,19624.612,13925.122,6391.672,5731.992,4957.039,771.2019,0.121,-3.143,169,2131.122482,sp|P78318|IGBP1_HUMAN
PF3D7_0724300,chr7,11848.826,11525.626,21741.003,4337.42925,3055.57,5697.025,12816.338,21383.282,15782.073,11415.04,8133.867,59533.272,35981.209,28490.844,36370.8688,0.79,-2.616,80,2455.082036,sp|Q9NZJ6|COQ3_HUMAN
PF3D7_0724400,chr7,6230.163,15795.629,30817.367,28751.01555,68437.492,72265.463,60203.186,47501.102,38044.68,35534.894,36022.13,39507.993,30755.156,24007.103,31596.1569,0.177,-3.869,8,3217.386087,sp|Q96DA6|TIM14_HUMAN
PF3D7_0724500,chr7,917.836,1693.214,1231.448,6294.8721,10270.6,7367.759,6797.84,5249.629,7049.098,6291.328,5445.767,7717.513,5727.516,2482.237,25745.0167,0.285,-3.4,103,0,
PF3D7_0724600,chr7,5235.889,5579.607,10465.831,7724.0724,3250.706,3204.926,10318.898,22430.927,21035.064,19976.348,13373.967,19041.679,17322.455,11434.094,89747.0214,1,-1.997,1050,0,
PF3D7_0724700,chr7,8339.651,10663.095,14505.542,10053.13985,29275.18,26901.804,21671.934,18856.116,16790.395,15154.596,9725.503,26314.258,21523.292,14233.632,13989.777,0.153,-2.825,1031,0,
PF3D7_0724800,chr7,35423.153,34744.065,27881.139,53848.52075,5761.098,1388.603,9670.128,32160.739,47526.563,31435.767,58073.823,51263.041,44157.212,47006.016,23322.7479,1,-1.13,75,1529.391059,tr|F5H1J3|F5H1J3_HUMAN
PF3D7_0724900,chr7,9362.37,5693.381,3875.905,21226.35245,2629.615,263.769,281.234,747.093,3360.744,8328.161,20005.56,146212.734,245058.86,265268.599,70438.5538,1,-1.849,925,484.9745915,tr|E7ERX9|E7ERX9_HUMAN
PF3D7_0725000,chr7,14166.01,9289.248,17001.388,28184.82635,3129.94,8840.382,28992.941,42414.493,50763.522,58795.029,37296.333,52846.274,43278.049,26597.768,35219.9395,1,-1.33,505,534.5225687,sp|Q9UQ84|EXO1_HUMAN
PF3D7_0725100,chr7,6349.303,14127.702,15874.184,11497.41615,17299.834,17660.154,16948.696,18970.712,22100.759,19939.909,18065.192,14646.113,13494.931,6954.95,863.6116,0.121,-3.078,1535,0,
PF3D7_0725200,chr7,99138.075,65773.612,78824.302,52635.98955,77183.208,72839.014,72073.235,86195.061,91080.597,68206.559,63083.562,36316.807,42759.847,30913.169,61976.4182,0.999,-2.167,12,7027,sp|Q96A72|MGN2_HUMAN
PF3D7_0725300,chr7,60169.743,18458.647,10920.079,37498.0286,64476.291,90527.581,68108.725,20648.042,17652.662,23286.966,40347.011,14739.139,16663.925,9962.711,27770.2261,0.223,-2.714,248,0,
PF3D7_0725400,chr7,0,638.244,517.763,483800.3442,63734.182,8275.768,2264.871,8853.351,60010.888,171657.061,634091.116,1375.572,655.075,1595.859,6759.8647,0.12,-3.651,19,0,
PF3D7_0725600,,523282.01,251016.279,324664.62,,,,,,,,,,,,,,,,0,
PF3D7_0725800,chr7,128817.163,42083.039,152087.317,,,,,,,,,,,,,,,1,0,
PF3D7_0726000,,4388315.114,3522952.644,3295502.437,,,,,,,,,,,,,,,,0,
PF3D7_0726050,chr7,0,140685.8,67975.539,43483.5984,123609.367,55340.833,23189.821,23166.151,19256.293,19656.046,38344.862,0,1575.436,1275.205,0,,,115,0,
PF3D7_0726100,chr7,610.754,8350.472,4967.186,31471.63875,409037.223,106435.642,26451.68,7159.134,5097.457,6330.087,20919.896,2113.02,2202.139,9601.588,321.2147,1,-2.417,285,0,
PF3D7_0726200,chr7,0,2914.257,2830.255,5800.01495,29937.965,113858.227,41417.13,8744.76,6109.251,6595.504,5505.028,54076.417,57518.634,60527.913,29974.3154,1,-0.82,439,757.4076923,sp|Q86VQ3|TXND2_HUMAN
PF3D7_0726300,chr7,6416.927,6054.608,14888.728,12061.1294,13224.506,8112.476,9991.957,19850.387,22134.251,15998.511,14666.267,37487.641,38877.196,29224.111,137289.3967,0.141,-2.924,160,1037.592632,tr|A0A8V8TNR7|A0A8V8TNR7_HUMAN
PF3D7_0726400,chr7,8862.192,10067.798,16708.129,4316.33235,8657.606,8715.434,7011.093,11391.808,11388.969,9680.584,6853.479,11598.431,9305.315,6421.675,29114.5671,0.139,-2.875,3214,0,
PF3D7_0726500,chr7,38239.694,25043.709,35321.132,28336.10975,59788.895,49833.036,59223.834,83676.252,77251.103,71088.535,37002.739,134757.89,109708.929,60072.372,112321.1341,0.26,-2.656,1347,373.8561106,tr|H3BND8|H3BND8_HUMAN
PF3D7_0726600,chr7,33117.332,15735.486,22024.64,10009.2289,1622.852,1873.001,17017.373,27740.099,25463.649,19322.445,16000.394,28594.953,35947.781,39573.582,7093.5822,0.16,-2.822,348,0,
PF3D7_0726700,chr7,24632.415,48246.053,50827.723,39406.64995,4869.8,24896.099,71469.613,112506.27,132082.206,77661.364,67178.791,75909.041,68034.247,107836.024,89877.376,0.308,-3.436,59,0,
PF3D7_0726800,chr7,1903.38,26633.622,21438.879,4839.4075,804.952,6481.12,17548.496,15903.753,10926.778,6006.821,5858.692,99418.323,162873.207,512196.177,98227.755,0.143,-3.108,26,2710.231776,sp|P61803|DAD1_HUMAN
PF3D7_0726900,chr7,176951.982,143283.712,103589.383,10689.51295,5065.246,28988.627,47540.315,36717.523,27130.308,20387.395,13887.432,30876.389,32192.509,29022.793,39594.7574,0.12,-2.952,241,1213.864355,sp|Q3ZCQ8|TIM50_HUMAN
PF3D7_0727000,chr7,57136.064,20254.749,29203.652,10421.47975,4750.608,7260.108,15251.774,24910.405,24187.298,23899.984,14451.151,36902.322,56987.525,60291.294,24044.6509,0.882,-2.948,847,370.0516351,tr|A0A7P0TB80|A0A7P0TB80_HUMAN
PF3D7_0727100,chr7,16522.894,13529.854,18791.565,3919.35385,895.033,2032.789,7331.764,13623.618,16243.222,10562.166,8562.369,35942.252,31380.109,22693.997,2403.3682,0.368,-2.49,789,0,
PF3D7_0727200,chr7,128507.055,40916.751,41363.83,11372.2107,69034.83,62036.386,51464.875,24538.387,17735.947,14538.898,12432.613,26212.752,41289.143,65480.054,54525.6831,0.335,-2.553,280,3815.523508,sp|Q9Y697|NFS1_HUMAN
PF3D7_0727300,chr7,6393.63,21558.417,16686.664,8778.09045,33885.913,41615.74,31918.674,25643.463,20044.544,20733.956,9746.316,15413.259,18699.626,22495.217,39055.1313,1,-2.291,675,509.909915,sp|O14717|TRDMT_HUMAN
PF3D7_0727400,chr7,59408.009,117151.295,143065.722,46208.2707,97449.555,145608.047,231384.042,338596.619,211258.533,137144.519,90876.415,36579.746,41783.407,31471.244,30889.4875,1,0,31,5117.201953,sp|P28066|PSA5_HUMAN
PF3D7_0727500,chr7,467545.2,170269.182,267466.847,6412.0726,1609.51,4956.234,16720.22,31741.98,34487.349,19171.616,15993.249,7583.907,7421.402,5893.553,450.4899,0.134,-3.149,252,0,
PF3D7_0727600,chr7,24439.022,74594.822,46801.446,915.2779,347.983,4805.406,10794.984,4871.958,2528.565,1928.275,775.394,1360.252,1590.403,1318.909,0,0.119,-2.953,1036,0,
PF3D7_0727700,chr7,3333.678,10591.371,14289.886,6613.03545,1154.563,6206.457,12533.278,14395.154,15978.866,10366.468,8553.637,6332.448,5543.976,6274.664,19058.3091,0.126,-2.95,879,0,
PF3D7_0727800,chr7,23909.404,34162.51,52468.957,10169.8929,13399.928,32454.167,38830.108,52293.992,35839.102,24276.308,17732.773,34832,29426.856,31436.335,34099.4257,0.139,-2.826,1512,698.6385819,sp|Q9HD20|AT131_HUMAN
PF3D7_0727900,chr7,12559.85,8498.961,8922.753,1445.1999,13447.363,5777.996,2731.972,3386.351,3326.795,2456.991,2596.892,11867.325,13031.869,8062.734,4068.5232,1,-0.726,1477,0,
PF3D7_0728000,chr7,155501.548,159752.595,156612.448,53092.76935,166356.029,198638.021,243295.647,206360.01,134569.857,100127.934,69062.344,61449.49,66495.853,40756.311,28984.099,0.12,-3.124,24,4559.282067,sp|P05198|IF2A_HUMAN
PF3D7_0728100,chr7,2874.665,6128.119,12615.851,3339.7458,334.113,257.404,3858.712,10537.003,13760.252,11847.925,6304.382,8478.452,7915.687,5980.999,13514.5907,0.136,-2.857,2416,0,
PF3D7_0728200,chr7,4019.544,12795.899,13064.82,10014.7144,695.571,332.064,4104.294,18818.912,27030.265,20899.175,13521.754,15103.825,21167.824,16996.45,40266.7482,1,-1.961,235,869.5711957,tr|V9GYX7|V9GYX7_HUMAN
PF3D7_0728300,chr7,3251.887,40943.192,43027.532,8849.38085,1057.161,2644.378,19479.562,31236.384,28970.417,19870.192,16698.186,383339.01,371545.062,302735.899,156596.5658,0.466,-2.619,68,0,
PF3D7_0728400,chr7,15041.382,25077.288,34577.954,5984.8673,1310.051,1246.762,13645.84,23460.536,21409.619,17397.092,11908.364,46551.189,50356.681,65371.163,124487.2206,0.831,-4.024,62,0,
PF3D7_0728500,chr7,413.425,7145.046,24750.44,2885.01515,296.676,42.578,242.335,1413.283,3054.735,2000.066,2392.521,6300.33,5961.92,10420.059,543.583,0.987,-1.644,81,0,
PF3D7_0728600,chr7,6116.929,6307.551,16622.878,40063.0242,2322.643,1606.835,8613.499,49440.223,92387.387,95893.628,44624.329,92893.995,81307.348,69095.868,150042.5264,1,-0.317,868,171.1361702,sp|Q9H871|RMD5A_HUMAN
PF3D7_0728700,chr7,633.514,919.525,1557.751,8941.8334,514.607,234.748,1746.229,5706.873,14877.625,12074.558,10484.061,59099.649,100455.058,109065.032,100649.5461,0.242,-2.59,323,777.7777778,tr|A0A7I2YQW9|A0A7I2YQW9_HUMAN
PF3D7_0728800,chr7,3916.766,13037.729,19173.691,25712.35775,9858.671,17924.218,61526.514,78762.756,81003.629,50318.549,43999.551,126252.093,98363.988,155961.837,178790.5116,0.126,-3.068,272,0,
PF3D7_0728900,chr7,16206.225,17225.323,31206.367,16019.91365,37317.666,38731.268,45181.442,50806.1,50753.036,34728.043,22740.379,44336.216,41373.615,34239.915,68117.1892,0.213,-2.717,258,1280.50061,sp|O43719|HTSF1_HUMAN
PF3D7_0729000,chr7,157431.909,51295.57,69458.617,5493.21775,11953.946,9455.487,10956.555,14714.288,14452.432,8028.695,7023.958,14647.929,17003.329,12390.146,1756.1913,0.425,-2.541,38,1941.745631,sp|P49458|SRP09_HUMAN
PF3D7_0729100,chr7,12083.369,34403.028,48152.321,6000.8948,1922.935,3784.329,10972.05,19415.491,17005.822,15096.508,9826.866,38627.773,32877.523,20518.287,33413.903,0.994,-1.51,728,255.8114729,sp|Q8N6M5|ALLC_HUMAN
PF3D7_0729200,chr7,18625.524,27524.591,46135.26,3188.4642,1056.136,1537.804,20410.77,28588.906,18202.078,9200.314,7915.394,10791.477,5794.824,12919.115,0,0.857,-2.976,47,1916.671667,sp|P30044|PRDX5_HUMAN
PF3D7_0729300,chr7,48773.438,35402.992,24057.745,26652.49745,96142.991,90165.682,69279.034,32792.174,24237.034,24294.842,21449.622,8834.068,11354.822,8300.893,10251.3753,0.123,-2.946,383,1272.50473,sp|Q96D46|NMD3_HUMAN
PF3D7_0729400,chr7,75917.964,68302.698,48205.814,27077.62965,97801.963,110349.178,88001.916,47489.111,32441.984,23789.299,21094.712,83762.359,79948.5,64434.323,97459.9951,0.12,-2.865,233,2091.340144,sp|Q8TDN6|BRX1_HUMAN
PF3D7_0729500,chr7,23336.801,23352.391,20988.282,37410.44015,41981.158,56848.239,55882.703,40860.302,30517.118,28324.266,40315.316,57680.74,39478.672,23751.981,91842.1262,0.126,-3.166,320,2394.737895,sp|Q86U44|MTA70_HUMAN
PF3D7_0729600,chr7,11905.02,16426.72,30892.977,16603.13865,2041.853,2574.936,23284.085,46232.268,49511.88,32962.687,26676.999,10217.624,4869.598,3682.298,14217.8725,0.989,0,36,0,
PF3D7_0729700,chr7,0,6771.966,9798.773,8284.75405,814.886,129.572,634.114,1753.447,7655.812,8492.493,12885.298,17226.242,22425.905,12760.993,59054.9609,0.125,-3.104,428,0,
PF3D7_0729800,chr7,,,,2685.02465,182.01,13.68,36.185,89.681,1685.613,1934.133,3523.241,7872.978,1631.051,5515.247,28203.8926,0.186,-3.884,18,1649.468041,sp|Q96FJ2|DYL2_HUMAN
PF3D7_0729900,chr7,29.808,547.361,455.722,2806.61965,313.355,289.806,687.366,776.917,2746.821,3147.073,4234.477,32699.385,38294.866,33817.925,57024.4532,1,-0.74,702,1897.338598,tr|A0A7P0T9F1|A0A7P0T9F1_HUMAN
PF3D7_0730000,chr7,38162.218,31115.221,38461.976,13983.1876,2337.441,4801.585,12960.184,10718.531,18596.103,15586.958,17666.598,270051.351,327544.476,337422.983,379498.3161,0.277,-3.414,23,0,
PF3D7_0730100,chr7,2996.781,19793.279,12414.484,3440.78825,991.32,6086.847,15338.59,5492.901,5996.222,4722.054,4582.957,13048.706,15004.055,9473.788,358.2048,1,-1.292,483,679.7202765,tr|E7EUH7|E7EUH7_HUMAN
