Chr,Gene,Ring,ET,LT,Schizont,GII,GV,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr5,PF3D7_0506900,68.974,10.8795,565.5722,740.9896,65.9711,276.4467,0.135,-3.16,348,46
chr5,PF3D7_0507000,41.4298,10.0715,8.9344,3.7688,91.7158,91.2442,0.119,-3.723,25,1
chr5,PF3D7_0507100,1944.031,5102.0155,2055.3351,986.3247,103.188,59.0272,0.178,-2.643,47,2
chr5,PF3D7_0507200,40.4308,19.8799,110.2781,131.3888,30.5658,220.946,1,0.379,232,11
chr5,PF3D7_0507300,16.9926,2.3605,22.0231,28.7078,1.2158,4.4132,1,-2.405,851,47
chr5,PF3D7_0507400,9.9724,2.5859,63.2809,251.5906,13.8519,11.3268,0.998,-0.799,41,2
chr5,PF3D7_0507500,37.2523,11.4769,123.7534,152.9999,7.3893,7.0503,0.42,-2.54,251,16
chr5,PF3D7_0507600,60.7238,112.3432,158.9115,45.0315,36.3072,29.6786,0.119,-3.091,272,16
chr5,PF3D7_0507700,125.0459,121.6837,178.9757,68.28,42.5233,84.9416,0.12,-2.935,114,4
chr5,PF3D7_0507800,296.817,331.0077,132.8881,68.4567,27.5185,45.9878,1,-1.716,515,3
chr5,PF3D7_0507900,106.677,71.1307,57.4184,12.323,118.0534,29.5526,0.226,0,31,1
chr5,PF3D7_0508000,48.125,4.9916,378.2301,561.6674,59.5623,703.4863,0.12,-2.938,547,64
chr5,PF3D7_0508100,24.6406,4.6375,508.9186,682.5831,58.1234,72.7481,0.155,-2.708,759,28
chr5,PF3D7_0508200,10.6961,2.4157,43.9262,30.1321,381.2909,442.462,0.394,-2.571,23,1
chr5,PF3D7_0508300,59.1135,87.395,111.0991,35.6717,43.6005,21.7534,0.122,-3.009,49,3
chr5,PF3D7_0508400,25.2732,15.8243,25.6697,40.3742,9.3855,7.1722,0.194,-2.594,133,4
chr5,PF3D7_0508500,40.7785,5.3557,73.3291,105.9882,9.655,12.7639,0.177,-2.704,682,16
chr5,PF3D7_0508600,132.9714,37.9019,150.9639,325.0306,173.2588,281.7605,1,-1.874,235,21
chr5,PF3D7_0508700,155.853,125.778,96.8814,35.6568,39.6372,80.6638,0.181,-2.754,637,16
chr5,PF3D7_0508800,23.2182,27.0927,117.8673,52.5688,16.1254,141.9889,0.151,-2.837,67,5
chr5,PF3D7_0508900,32.0343,17.0415,211.0713,186.9322,40.5797,44.5552,1,-0.647,471,1
chr5,PF3D7_0509000,44.7028,44.9036,176.0871,107.3892,181.8979,250.3244,0.363,0,43,1
chr5,PF3D7_0509100,44.6236,32.4738,320.4873,230.4677,75.9893,37.1609,0.128,-2.845,576,27
chr5,PF3D7_0509200,54.1108,8.4187,6.8673,3.5004,57.8165,75.8508,0.703,-2.94,117,6
chr5,PF3D7_0509300,136.1715,217.7449,58.0972,11.6784,165.3374,151.4654,0.213,-2.688,34,5
chr5,PF3D7_0509400,240.8639,420.2509,76.1273,15.0509,18.6449,27.5776,0.126,-2.929,1414,24
chr5,PF3D7_0509500,17.6423,14.7799,32.6973,23.0448,10.3315,117.862,0.119,-3.048,89,5
chr5,PF3D7_0509600,46.6634,65.5844,81.4144,13.3174,9.4271,34.3818,0.12,-3.018,278,13
chr5,PF3D7_0509700,10.9679,8.5321,14.4233,4.201,54.5858,606.6448,0.125,-2.914,155,5
chr5,PF3D7_0509800,188.5183,342.4146,216.3493,135.2326,51.5785,51.0802,0.134,-3.011,525,13
chr5,PF3D7_0509900,18.3208,11.707,26.4692,7.9363,17.3033,57.0982,0.177,-3.412,71,4
chr5,PF3D7_0510000,14.224,11.2559,46.1029,71.3904,43.4327,63.4892,1,-0.587,164,5
chr5,PF3D7_0510100,23.9082,49.2731,293.9663,145.6815,29.783,53.4885,0.369,-2.606,1524,25
chr5,PF3D7_0510200,35.4693,63.1949,76.2351,52.7361,35.7589,35.4212,0.206,-2.598,185,3
chr5,PF3D7_0510300,18.2922,4.0657,3.6274,0,560.5212,568.6441,0.177,-2.919,31,1
chr5,PF3D7_0510400,33.8088,50.4091,22.6271,7.9737,106.8672,190.0522,0.151,-2.816,137,10
chr5,PF3D7_0510500,48.1653,117.1219,143.0679,46.5732,29.9605,86.2175,0.12,-3.151,145,10
chr5,PF3D7_0510700,9.6435,2.5006,0,0,36.0635,892.2867,1,-1.251,112,6
chr5,PF3D7_0510800,16.8528,2.0565,3.9317,0,29.1288,37.7616,0.996,-0.933,137,6
chr5,PF3D7_0511000,539.1929,676.5485,647.1092,281.0235,677.1439,2272.7928,0.994,0.283,18,2
chr5,PF3D7_0511100,9.8176,6.3644,12.1677,5.954,263.5594,1264.0076,0.413,-3.168,26,4
chr5,PF3D7_0511200,18.0809,4.4652,178.4189,169.1796,38.1782,362.3121,1,-1.018,88,6
chr5,PF3D7_0511300,8.7614,30.1025,28.8119,7.0846,7.8012,31.8566,1,-2.558,942,40
chr5,PF3D7_0511400,11.7125,9.1114,8.1291,2.3677,6.2573,15.0068,1,-1.094,484,59
chr5,PF3D7_0511500,339.6465,574.7839,173.7733,71.8529,32.5579,98.0947,1,-1.927,1248,8
chr5,PF3D7_0511600,105.3574,18.8203,23.2139,20.8251,10.6319,14.2692,0.125,-3.068,46,2
chr5,PF3D7_0511700,132.1215,20.865,24.8209,18.0737,31.4447,64.1902,0.123,-3.581,61,4
chr5,PF3D7_0511800,316.742,113.1856,505.1895,193.9844,30.6341,198.2407,1,0.93,83,1
chr5,PF3D7_0511900,13.1624,7.6794,8.8091,1.9956,6.2628,8.3752,0.191,-2.777,247,11
chr5,PF3D7_0512000,84.3448,270.6544,143.3628,93.1695,1202.7532,807.0649,0.709,0,10,1
chr5,PF3D7_0512100,18.6023,12.2447,21.2819,6.9425,221.3143,588.6744,0.301,-3.471,39,5
chr5,PF3D7_0512200,28.2769,68.2893,33.8951,5.1191,11.8373,104.3494,0.133,-2.816,426,19
chr5,PF3D7_0512300,41.3109,31.7136,35.8939,6.593,38.7677,93.2863,0.154,-2.78,43,2
chr5,PF3D7_0512400,34.924,8.6444,5.6663,0,21.6262,92.352,0.142,-3.021,122,8
chr5,PF3D7_0512450,,,,,,,0.98,-2.956,,
chr5,PF3D7_0512500,11.681,5.7057,31.0283,13.1796,25.0344,41.8794,0.174,-3.29,221,9
chr5,PF3D7_0512600,136.8626,63.5479,411.6799,196.092,695.7605,742.0071,0.122,-3.249,8,2
chr5,PF3D7_0512700,41.8187,74.0371,32.5989,5.2472,37.5565,73.405,0.214,-3.229,66,3
chr5,PF3D7_0512800,23.5857,40.8236,27.2439,3.3376,16.5381,48.7594,0.119,-3.039,256,14
chr5,PF3D7_0512900,13.1789,20.5041,54.8811,6.394,4.2244,16.4292,0.999,0.666,90,3
chr5,PF3D7_0513000,20.1436,28.8329,46.9754,11.7277,116.8706,543.082,0.127,-3.279,40,2
chr5,PF3D7_0513100,66.6477,25.2909,220.9704,262.2325,297.006,1102.3981,0.127,-3.081,26,2
chr5,PF3D7_0513200,149.7205,87.1996,75.0373,53.4036,16.2914,40.8391,0.12,-3.081,1121,16
chr5,PF3D7_0513300,494.3204,1360.0565,1420.1478,283.3069,246.944,61.0229,1,-2.123,44,10
chr5,PF3D7_0513400,18.997,18.5782,42.2995,5.2667,85.2517,107.5853,0.121,-2.922,49,4
chr5,PF3D7_0513500,19.1296,49.3429,17.9688,0,166.2063,247.2609,0.342,-3.364,10,1
chr5,PF3D7_0513600,38.658,138.0611,267.48,64.4727,110.187,242.8783,0.132,-2.883,862,34
chr5,PF3D7_0513700,8.0512,2.8907,9.2109,0.7512,47.645,281.9334,0.137,-3.141,247,13
chr5,PF3D7_0513800,26.1476,26.3675,323.7807,108.0661,304.993,968.6375,0.232,-2.589,10,1
chr5,PF3D7_0513900,7.1239,6.9273,45.0294,21.602,181.2563,148.3856,0.122,-2.943,96,1
chr5,PF3D7_0514000,11.8387,3.2233,23.2414,10.0516,10.9101,36.8961,0.925,-2.672,43,2
chr5,PF3D7_0514100,20.2485,17.6494,111.3155,73.3836,47.3106,72.179,1,-1.856,535,17
chr5,PF3D7_0514200,16.035,21.1513,68.0191,37.2072,12.5705,55.4787,0.981,-2.411,360,16
chr5,PF3D7_0514300,35.4511,47.1495,68.0322,23.5804,12.3718,31.0074,0.148,-2.8,762,30
chr5,PF3D7_0514500,12.3885,2.0289,3.1031,0,382.9978,1127.1287,1,0.596,61,3
chr5,PF3D7_0514600,97.83,180.4551,77.5144,37.308,145.8394,251.9043,0.124,-3.134,26,2
chr5,PF3D7_0514700,15.2765,2.0425,2.414,1.7371,5.9297,16.0685,1,-2.145,415,16
chr5,PF3D7_0514800,31.608,38.9316,46.1138,18.2562,2.1108,14.8545,0.128,-3.316,634,27
chr5,PF3D7_0514900,133.9074,66.4076,92.2751,31.1304,84.9524,184.7857,0.12,-3.054,216,16
chr5,PF3D7_0515000,192.3034,335.324,456.2597,502.2245,49.4769,76.2621,1,-2.274,377,21
chr5,PF3D7_0515100,18.9329,14.3191,71.9597,42.101,108.3122,101.8399,0.258,-2.688,229,8
chr5,PF3D7_0515200,16.6305,5.1748,27.7019,4.0343,101.2855,187.9709,0.302,-3.442,60,4
chr5,PF3D7_0515300,77.7307,111.8854,197.5076,262.5972,35.6718,58.3651,0.242,-2.674,320,12
chr5,PF3D7_0515400,14.5102,1.328,88.0141,137.347,12.3119,130.6417,1,-2.668,290,13
chr5,PF3D7_0515500,8.1896,1.2252,5.809,2.2923,30.7949,120.0264,1,-0.338,1117,55
chr5,PF3D7_0515600,14.6064,2.6986,15.8581,11.5157,55.5987,97.265,1,-1.945,436,14
chr5,PF3D7_0515700,55.247,14.4282,2082.3364,4002.437,613.4958,151.028,0.994,-1.939,43,5
chr5,PF3D7_0515800,11.202,21.0167,30.5766,4.7955,145.2145,170.0422,0.165,-3.944,18,1
chr5,PF3D7_0515900,11.4232,83.4323,94.3846,72.3563,36.1079,83.3333,0.645,-2.94,31,1
chr5,PF3D7_0516000,17.6785,59.6557,22.8816,6.9544,17.8043,36.3339,0.12,-3.091,423,21
chr5,PF3D7_0516100,42.0085,15.2872,17.4513,6.5635,14.6068,44.854,1,-1.696,701,7
chr5,PF3D7_0516200,684.0702,1805.0828,801.4417,605.5373,1043.6951,298.3158,0.144,-3.08,9,1
chr5,PF3D7_0516300,67.8108,66.1087,30.2989,2.824,48.2772,53.938,0.998,-2.549,248,25
chr5,PF3D7_0516400,44.0093,106.8563,155.5008,834.6671,141.6038,535.3331,0.151,-2.827,94,3
chr5,PF3D7_0516500,30.6539,9.7001,59.9628,25.2073,141.144,918.2184,0.87,1.215,65,2
chr5,PF3D7_0516600,59.6142,116.4876,104.8968,61.8142,26.3442,40.4592,0.128,-3.064,814,29
chr5,PF3D7_0516700,49.8579,60.7391,115.1727,82.153,26.2341,22.0472,0.613,-1.588,264,8
chr5,PF3D7_0516800,42.6867,11.4023,307.946,132.5583,50.487,234.2296,1,-1.215,439,19
chr5,PF3D7_0516900,3340.584,13995.7654,4121.6279,4229.0145,377.9374,119.9377,0.979,-1.816,22,2
chr5,PF3D7_0517000,582.8905,1655.63,678.2816,179.1211,633.8307,244.9238,0.128,0,11,1
chr5,PF3D7_0517100,120.1125,29.6562,28.5821,5.0674,41.4309,51.8651,0.129,-3.189,143,6
chr5,PF3D7_0517200,656.5404,235.3341,80.9118,14.556,17.6311,43.2192,0.99,-2.667,389,20
chr5,PF3D7_0517300,936.9092,906.4798,504.8824,203.8384,88.5279,85.9579,0.822,-2.528,17,1
chr5,PF3D7_0517400,342.4935,930.2616,1010.0021,1411.9125,174.064,63.7389,0.123,-2.94,378,26
chr5,PF3D7_0517500,47.4867,14.3815,17.2519,25.5013,55.4834,202.7508,1,-1.555,185,18
chr5,PF3D7_0517600,18.2567,7.1011,10.4731,7.9085,34.4855,83.4509,1,-0.154,77,7
chr5,PF3D7_0517700,326.7953,465.1998,323.6283,43.0325,75.8161,50.9446,0.147,-2.861,32,1
chr5,PF3D7_0517800,61.493,10.3992,9.5432,9.7286,92.1288,680.4885,0.237,-2.461,99,3
chr5,PF3D7_0517900,25.3353,4.7447,220.4986,209.4178,53.7647,48.9354,0.146,-2.923,114,3
chr5,PF3D7_0518000,101.9198,33.5285,53.3927,33.2116,108.0869,195.1149,1,0.42,98,4
chr5,PF3D7_0518100,36.5775,63.5299,56.6583,13.3934,8.4801,36.1348,1,-2.261,865,39
chr5,PF3D7_0518200,19.2684,6.5953,147.6415,86.0057,153.1746,304.9018,0.353,0,28,1
chr5,PF3D7_0518300,82.2522,132.0987,369.0427,194.3821,398.4597,158.7688,0.135,-3.04,33,2
chr5,PF3D7_0518400,16.2202,2.5236,10.6144,0,55.8924,192.7693,1,0.493,44,3
chr5,PF3D7_0518500,322.9795,217.1331,272.5092,116.2442,36.014,38.1374,0.515,-2.462,390,14
chr5,PF3D7_0518600,25.8607,6.3179,120.0256,48.2172,79.1273,121.6726,1,-2.345,412,15
chr5,PF3D7_0518700,15.6303,3.7997,17.0473,2.7648,20.7455,175.5703,1,-1.712,561,15
chr5,PF3D7_0518800,5.782,1.9277,0.4914,0,916.0969,8974.2562,0.972,-2.538,72,5
chr5,PF3D7_0518900,6.2018,0.9649,2.2137,0,60.6329,46.9038,0.185,-2.703,75,1
chr5,PF3D7_0519000,25.8431,29.9322,24.9402,4.1794,17.4882,56.797,0.138,-3.207,113,8
chr5,PF3D7_0519100,106.6232,29.184,64.0178,38.3187,166.1407,193.6362,0.282,-2.673,15,1
chr5,PF3D7_0519200,355.0379,1473.2981,1771.497,1655.5624,2151.7752,758.5485,0.776,0,17,7
chr5,PF3D7_0519300,33.5189,18.7612,97.757,14.8741,53.394,53.3362,0.175,-3.179,303,25
chr5,PF3D7_0519400,1651.5042,1535.5319,686.4507,284.3975,834.817,353.7267,0.88,-2.297,19,5
chr5,PF3D7_0519500,78.9476,389.5787,104.2351,42.0116,33.1164,68.1436,1,-2.086,734,22
chr5,PF3D7_0519600,64.2067,79.1437,78.9769,30.0977,10.4397,11.6003,0.347,-2.545,337,10
chr5,PF3D7_0519700,260.9316,145.7974,128.4382,60.2456,121.7985,148.1948,0.318,-2.421,49,4
chr5,PF3D7_0519800,385.2226,676.826,188.4321,68.8636,92.3913,55.5664,0.459,-2.562,210,8
chr5,PF3D7_0519900,14.896,24.3344,27.6927,11.744,21.7851,42.8652,0.119,-2.945,278,7
chr5,PF3D7_0520000,1074.3081,2012.6492,925.779,601.9698,916.2816,177.2705,0.128,-2.999,9,1
chr5,PF3D7_0520100,51.9996,60.3489,34.4462,12.2734,20.9479,17.0529,0.12,-3.017,264,13
chr5,PF3D7_0520200,25.8582,68.8886,70.5937,17.1857,11.6382,15.3082,0.122,-3.005,326,13
chr5,PF3D7_0520300,90.338,137.1504,74.1125,12.3712,180.3999,75.3815,0.431,0,17,2
chr5,PF3D7_0520400,21.4116,33.7756,88.4573,33.1848,31.4572,44.2402,0.836,-3.049,70,4
chr5,PF3D7_0520500,44.6697,35.3928,72.3407,82.2747,11.2693,39.1869,0.999,-0.277,47,1
chr5,PF3D7_0520600,88.4185,87.9772,43.1201,11.2233,130.5879,34.8192,0.129,-3.063,45,3
chr5,PF3D7_0520700,53.4025,81.8265,32.732,6.281,12.4494,40.3474,0.999,-2.795,473,23
chr5,PF3D7_0520800,42.1632,65.2189,96.2645,21.72,6.7837,13.6648,0.126,-2.898,755,28
chr5,PF3D7_0520900,399.5494,466.9819,2074.3076,763.1035,50.917,23.1632,0.194,-2.678,67,2
chr5,PF3D7_0521000,232.3507,138.6733,102.6499,19.4042,27.1665,90.0623,1,-1.355,281,12
chr5,PF3D7_0521100,8.6986,1.9993,2.5874,1.9183,4.7528,8.4615,1,-1.791,461,9
chr5,PF3D7_0521200,25.0536,5.5685,21.2921,0,26.5303,70.2733,0.127,-3.168,106,6
chr5,PF3D7_0521300,78.0332,45.5681,45.9243,9.135,17.1001,67.1996,1,-1.514,280,8
chr5,PF3D7_0521400,14.8249,33.2669,58.3436,12.4487,5.0262,25.3524,0.195,-3.297,156,5
chr5,PF3D7_0521500,28.7461,38.8394,51.9035,20.7978,10.1035,20.7471,0.121,-3.016,184,7
chr5,PF3D7_0521600,10.4676,6.2269,6.9598,1.4937,58.7183,67.8048,1,-0.993,32,2
chr5,PF3D7_0521700,30.351,23.0484,24.2895,7.8886,7.5283,8.1078,1,-1.064,263,10
chr5,PF3D7_0521800,22.6354,3.7979,21.651,10.7667,29.165,20.6563,0.145,-2.685,151,6
chr5,PF3D7_0521900,33.422,3.4845,7.0717,2.5075,28.0256,68.3676,1,-1.109,796,18
chr5,PF3D7_0522000,15.3577,45.031,20.3811,0,332.2914,315.4082,0.119,-2.964,9,2
chr5,PF3D7_0522100,11.7505,4.694,48.9329,44.6834,33.0847,71.1313,0.719,-2.356,353,12
chr5,PF3D7_0522200,63.5503,24.0503,29.6319,19.444,206.9188,162.9678,0.372,-0.499,41,2
chr5,PF3D7_0522300,86.7633,153.0433,53.7399,13.8584,62.6618,36.2023,0.178,-2.456,67,3
chr5,PF3D7_0522400,21.9696,4.4546,67.3083,61.4662,25.2237,95.5548,1,-2.985,2982,23
chr5,PF3D7_0522500,13.8656,6.4718,160.8496,97.544,426.6771,191.867,0.129,-3.131,36,4
chr5,PF3D7_0522600,11.1106,21.4587,82.5074,192.3851,18.7282,17.6717,0.248,-2.62,48,5
chr5,PF3D7_0522700,12.6467,6.2135,22.5707,6.4587,9.0678,105.3817,0.191,-3.728,96,1
chr5,PF3D7_0522800,78.932,79.1881,32.7079,17.1669,80.2661,76.9097,0.958,-1.984,26,2
chr5,PF3D7_0522900,29.4508,10.1655,16.4761,6.1507,15.9422,79.9933,1,-2.057,1122,32
chr5,PF3D7_0523000,555.0279,790.3517,292.0104,70.624,33.9918,62.8304,0.128,-2.943,377,35
chr5,PF3D7_0523100,161.1624,163.2463,196.9163,97.0521,29.6409,21.4869,0.133,-2.983,95,7
chr5,PF3D7_0523200,22.1891,45.2877,28.246,21.994,23.7087,42.5335,0.124,-3.115,731,26
chr5,PF3D7_0523300,36.9852,50.8294,156.2184,113.6458,1237.4084,263.0653,0.12,-2.916,27,1
chr5,PF3D7_0523400,32.8061,102.0814,163.4232,67.339,22.245,43.5936,0.23,-2.787,82,5
chr5,PF3D7_0523500,7.7025,4.9025,10.4142,1.6987,226.1389,129.7756,0.994,-0.879,26,1
chr5,PF3D7_0523600,8.2885,16.6567,114.2317,142.4223,213.1009,42.192,0.131,-3.406,20,2
chr5,PF3D7_0523700,17.6596,11.7082,7.8793,3.8945,12.5436,44.2801,0.127,-3.189,901,25
chr5,PF3D7_0523800,39.0758,6.6006,32.5449,10.8334,23.2618,39.3417,0.123,-3.016,234,15
chr5,PF3D7_0523900,33.6603,11.6796,13.2537,21.148,85.5796,57.9618,0.399,-2.243,55,2
chr5,PF3D7_0524000,694.9156,516.4653,570.445,164.5133,55.0102,59.5312,0.14,-2.943,49,1
chr5,PF3D7_0524100,156.3377,38.7035,34.5116,18.6048,30.0995,87.846,0.17,-2.809,1100,36
chr5,PF3D7_0524200,11.7887,0.4585,10.8704,7.1494,87.3849,38.455,1,0,35,5
chr5,PF3D7_0524300,78.8756,57.1402,55.4282,21.5258,17.7772,41.5849,0.554,-2.445,318,23
chr5,PF3D7_0524400,127.3642,287.0845,221.408,91.1703,40.575,39.6941,0.123,-2.942,14,1
chr5,PF3D7_0524500,47.7208,25.5846,50.2566,18.7724,70.2819,63.2418,0.149,-3.171,39,1
chr5,PF3D7_0524600,34.5573,16.7383,148.5622,80.6672,185.4901,385.8248,0.123,-2.957,85,6
chr5,PF3D7_0524700,95.6168,166.0202,78.2706,29.6898,530.8488,198.029,0.466,-2.532,28,3
chr5,PF3D7_0524800,17.385,23.2164,21.7191,14.7607,24.6127,55.2655,1,-2.389,292,12
chr5,PF3D7_0524900,297.1921,268.9359,98.6757,12.1543,58.3245,57.8581,0.989,-2.918,93,7
chr5,PF3D7_0525000,35.1783,649.704,105.7773,13.3521,35.4779,43.9538,0.996,-0.466,544,30
chr5,PF3D7_0525100,232.5318,261.4792,661.0764,118.422,31.057,67.5151,0.12,-2.96,434,40
chr5,PF3D7_0525200,63.7949,38.5721,116.704,90.3059,25.9946,41.7863,0.128,-3.082,456,5
chr5,PF3D7_0525300,24.3228,2.9875,25.8932,23.2908,55.3965,1250.0996,0.908,-2.321,184,6
chr5,PF3D7_0525400,22.5992,3.9697,85.003,60.1277,96.3929,197.8163,1,-2.179,195,5
chr5,PF3D7_0525500,61.4187,55.3226,13.1409,2.6139,5.4687,13.9551,1,-2.259,941,23
chr5,PF3D7_0525600,15.4001,23.1338,103.7784,52.8169,132.9855,67.6352,0.125,-3.225,201,7
chr5,PF3D7_0525700,5.3701,7.4266,95.13,72.3719,218.9933,46.3655,0.159,-3.504,36,2
chr5,PF3D7_0525800,33.0432,7.8033,532.859,375.0239,44.9207,184.3864,0.244,-2.655,46,6
chr5,PF3D7_0525900,7.0256,1.9519,2.6868,0,43.0295,125.5357,0.754,0,155,11
chr5,PF3D7_0526000,16.8755,39.3831,37.0838,9.19,29.8066,106.1892,0.143,-2.945,526,25
chr5,PF3D7_0526100,18.198,12.9074,33.7517,7.7904,66.911,699.9343,0.148,-2.96,172,6
chr5,PF3D7_0526200,0,0,0,0,0,0,0.993,-1.737,349,11
chr5,PF3D7_0526200,0,0,0,0,0,0,0.993,-1.737,349,11
chr5,PF3D7_0526300,62.2227,42.2349,47.5408,16.2781,50.3518,106.7204,0.169,-2.932,103,3
chr5,PF3D7_0526400,11.5147,2.4882,25.1172,20.1738,64.5923,381.9925,0.13,-3.135,93,3
chr5,PF3D7_0526500,220.3221,145.0811,94.9374,20.2231,27.6766,45.2324,0.12,-3.014,560,23
chr5,PF3D7_0526600,30.1906,18.5282,56.7537,9.3695,7.0156,15.6217,1,-1.03,0,0
chr5,PF3D7_0526700,66.3305,60.0431,141.5785,54.6111,17.3961,52.1196,0.793,-1.917,610,22
chr5,PF3D7_0526800,712.7153,340.5416,293.655,63.0233,119.0171,93.2036,0.652,-2.449,169,9
chr5,PF3D7_0526900,582.6161,160.0906,226.5077,85.698,101.1063,417.5627,0.264,-2.709,77,5
chr5,PF3D7_0527000,134.6127,130.1459,2663.8211,2633.0031,114.4739,129.7364,0.418,-2.514,144,6
chr5,PF3D7_0527100,290.9243,315.2095,765.258,913.0085,1273.6354,170.9911,0.146,-3.121,8,1
chr5,PF3D7_0527200,154.0742,250.6097,401.4826,353.1676,26.5306,39.5083,0.179,-2.737,333,10
chr5,PF3D7_0527300,48.6958,77.6566,88.1494,21.0944,84.1781,139.1895,1,-1.857,91,3
chr5,PF3D7_0527400,127.3414,97.6211,30.6106,14.3679,236.131,361.0281,1,-0.567,103,5
chr5,PF3D7_0527500,1769.4522,4117.015,2973.7946,4288.7247,471.4368,114.3987,0.784,-2.619,179,15
chr5,PF3D7_0527600,19.5812,40.0974,111.1787,55.8835,25.8451,78.377,1,0.634,217,8
chr5,PF3D7_0527900,426.1686,252.1396,202.4488,32.7158,28.0994,17.1861,0.451,-2.737,185,8
chr5,PF3D7_0528000,36.4821,56.76,84.643,38.35,139.3554,367.8806,0.146,-3.188,29,1
chr5,PF3D7_0528100,164.6943,222.3769,277.2754,183.2099,29.4126,36.9564,0.12,-2.959,118,8
chr5,PF3D7_0528200,248.1531,299.8316,248.4008,41.6264,82.1534,140.7823,0.128,-3.124,71,6
chr5,PF3D7_0528300,8.0521,2.61,26.3463,24.4165,5.6461,13.9417,0.62,-2.418,338,13
chr5,PF3D7_0528400,8.731,1.4407,72.4026,114.2441,21.4141,155.2393,0.394,-2.585,125,12
chr5,PF3D7_0528500,63.5394,20.9601,41.6276,23.4132,140.8303,226.6012,0.934,-2.403,113,4
chr5,PF3D7_0528600,103.2098,89.0701,46.0499,35.2084,197.7249,345.1159,0.149,-3.225,51,2
chr5,PF3D7_0528700,163.7314,173.1497,223.5793,57.9526,1376.5184,561.7336,0.996,-1.833,37,4
chr5,PF3D7_0528800,81.0282,86.7997,26.6043,2.1482,10.9996,55.3819,0.17,-3.22,292,10
chr5,PF3D7_0528900,27.0192,8.6974,7.4826,1.1301,137.0058,1476.4356,0.203,-2.613,127,3
chr5,PF3D7_0529000,54.48,101.9861,112.3096,43.8178,9.3387,15.1329,0.12,-2.901,130,9
chr5,PF3D7_0529100,12.0522,19.6035,63.8773,31.8947,325.7443,434.8047,0.173,-3.487,58,3
chr5,PF3D7_0529200,18.0024,9.5819,29.0288,8.0447,48.9739,65.9489,0.98,-2.781,220,14
chr5,PF3D7_0529300,14.5963,15.3042,39.6415,12.316,19.8339,78.5865,0.449,-2.708,114,5
chr5,PF3D7_0529400,0,0,0,0,0,0,0.175,-2.709,843,24
chr5,PF3D7_0529400,0,0,0,0,0,0,0.175,-2.709,843,24
chr5,PF3D7_0529500,61.9134,48.1635,71.8048,18.2052,181.4208,44.9586,0.5,-2.461,39,2
chr5,PF3D7_0529700,7.7202,5.7986,11.086,2.5832,17.0667,30.3109,0.177,-2.815,158,6
chr5,PF3D7_0529800,56.6371,17.7638,77.3076,41.5459,56.2219,83.3408,0.986,-2.7,1008,21
chr5,PF3D7_0529900,116.1922,110.3119,170.0205,190.1827,227.2734,171.7159,1,-2.773,25,2
chr5,PF3D7_0530000,15.0326,6.0141,38.5825,16.6706,109.1076,125.6482,0.955,-2.303,64,2
chr5,PF3D7_0530100,47.813,28.1777,71.8286,19.917,57.6668,181.8259,0.12,-3.125,84,3
chr5,PF3D7_0530200,12.9466,8.2729,153.4893,54.9613,94.1153,64.5585,0.512,-3.138,149,2
chr5,PF3D7_0530300,20.1478,5.9304,127.5267,236.4519,22.2549,83.7984,1,-0.452,1082,20
chr5,PF3D7_0530400,13.3067,17.5975,20.2428,4.1503,36.5604,62.0883,0.121,-3.034,1664,31
chr5,PF3D7_0530500,10.5314,1.6867,2.9483,0.7514,17.8718,32.1784,1,1.423,614,15
chr5,PF3D7_0530600,102.3516,46.4814,29.2927,8.0526,92.2179,186.2193,0.189,-2.653,107,6
chr5,PF3D7_0530700,89.7804,117.2342,66.6166,6.5817,54.9483,119.3026,1,-1.009,946,27
chr5,PF3D7_0530750,30.7588,15.9518,33.5472,4.9744,68.1953,267.1358,,,39,2
chr5,PF3D7_0530800,16.5437,8.1282,53.6124,22.1784,632.8701,1188.9475,1,1.343,81,5
chr5,PF3D7_0530900,20.1862,3.0006,63.9451,159.0699,13.8066,47.0703,0.913,-2.924,1287,25
chr5,PF3D7_0531000,26.1056,15.1504,56.2049,22.1146,15.607,37.021,0.121,-3.156,433,15
chr5,PF3D7_0531100,16.1573,18.9975,26.3414,41.888,7.1164,66.6282,1,-0.184,2694,47
chr5,PF3D7_0531200,9.2361,4.1057,18.8386,4.8012,109.436,243.9875,0.129,-2.9,36,4
chr5,PF3D7_0531300,15.3868,3.7799,37.0964,37.3261,63.599,194.509,0.229,-2.266,158,12
chr5,PF3D7_0531400,32.1379,31.2507,18.9647,4.4011,10.5924,38.2332,0.131,-3.207,975,36
chr5,PF3D7_0531500,,,,,,,,,4,1
chr5,PF3D7_0531800,,,,,,,,,1,1
chr5,PF3D7_0532100,3783.6185,42178.6409,9098.1142,3994.3376,410.239,25.4764,0.998,-2.57,111,10
chr5,PF3D7_0532200,47.2996,19.4798,48.0013,17.9987,30.4719,493.3032,0.599,-2.405,220,21
chr5,PF3D7_0532300,517.7565,2403.8599,143.1915,3.903,5.6731,3.2092,1,0.751,254,49
chr5,PF3D7_0532400,256.2134,1125.3013,219.2427,32.2456,5.8587,4.0046,1,-1.218,169,13
chr5,PF3D7_0532500,15.8147,110.7223,9.4082,4.2627,1.4081,5.1113,0.121,-3.3,67,11
chr5,PF3D7_0532600,8.1955,103.7454,46.9824,0,13.1351,1.8576,0.121,-3.222,85,14
