QueryIsoform	QueryID	TargetID	Identity	Coverage	QueryLength	MisMatch	Gaps	Evalue	BitScore	ManualScore
PF3D7_0812220.1-p1	PF3D7_0812220	sp|Q8N3Z3|GTPB8_HUMAN	28.758	153	293	93	5	1.41E-12	67.4	1501.6976109215
PF3D7_0812400.1-p1	PF3D7_0812400	sp|O60684|IMA7_HUMAN	50.617	486	545	219	5	1.24E-153	451	4513.73614678899
PF3D7_0812500.1-p1	PF3D7_0812500	sp|Q8WUA2|PPIL4_HUMAN	67.257	113	958	36	1	2.5E-46	174	793.32369519833
PF3D7_0812600.1-p1	PF3D7_0812600	sp|P63146|UBE2B_HUMAN	62	150	163	57	0	4.4E-70	209	5705.52147239264
PF3D7_0812700.1-p1	PF3D7_0812700	sp|P09234|RU1C_HUMAN	50	46	235	23	0	9.44E-10	56.6	978.723404255319
PF3D7_0813200.1-p1	PF3D7_0813200	sp|Q9Y266|NUDC_HUMAN	24.927	341	313	189	10	1.27E-23	99.8	2715.68913738019
PF3D7_0813600.1-p1	PF3D7_0813600	sp|O43583|DENR_HUMAN	32.184	174	268	85	3	2.65E-19	84.3	2089.55820895522
PF3D7_0813700.1-p1	PF3D7_0813700	sp|Q8NE71|ABCF1_HUMAN	31.313	99	1419	61	3	0.00000128	54.3	218.462790697674
PF3D7_0813800.1-p1	PF3D7_0813800	sp|O60547|GMDS_HUMAN	55.294	340	357	142	3	5.36E-132	382	5266.09523809524
PF3D7_0813900.1-p1	PF3D7_0813900	sp|P62249|RS16_HUMAN	61.429	140	144	54	0	2.32E-62	189	5972.26388888889
PF3D7_0814000.1-p1	PF3D7_0814000	sp|P26373|RL13_HUMAN	35.204	196	215	117	3	6.73E-27	103	3209.29488372093
PF3D7_0814200.1-p1	PF3D7_0814200	sp|Q8N5L8|RP25L_HUMAN	33.043	115	248	75	1	1.98E-14	69.7	1532.23588709677
PF3D7_0814300.1-p1	PF3D7_0814300	sp|O15381|NVL_HUMAN	45.353	269	1200	138	5	1.46E-70	254	1016.66308333333
PF3D7_0814400.1-p1	PF3D7_0814400	tr|A0A6E1W401|A0A6E1W401_HUMAN	25	300	679	163	9	2.74E-14	77.4	1104.56553755523
PF3D7_0814900.1-p1	PF3D7_0814900	sp|P04179|SODM_HUMAN	39.791	191	198	111	3	7.26E-47	154	3838.42474747475
PF3D7_0815200.1-p1	PF3D7_0815200	sp|Q14974|IMB1_HUMAN	30.455	857	877	534	24	1.07E-106	350	2976.04732041049
PF3D7_0815600.1-p1	PF3D7_0815600	sp|O75821|EIF3G_HUMAN	47.959	98	268	51	0	1.32E-24	101	1753.72462686567
PF3D7_0815800.1-p1	PF3D7_0815800	tr|E9PFK9|E9PFK9_HUMAN	43.662	71	1833	38	2	9.9E-11	67.4	169.121767594108
PF3D7_0815900.1-p1	PF3D7_0815900	sp|P09622|DLDH_HUMAN	30.912	537	666	286	18	1.2E-62	217	2492.45405405405
PF3D7_0816000.1-p1	PF3D7_0816000	sp|Q9BQ67|GRWD1_HUMAN	34.146	328	491	175	10	8.36E-55	191	2281.03625254582
PF3D7_0816100.1-p1	PF3D7_0816100	sp|Q96CD2|COAC_HUMAN	40.11	182	185	102	3	9.27E-44	145	3945.95675675676
PF3D7_0816200.1-p1	PF3D7_0816200	sp|O43633|CHM2A_HUMAN	32.386	176	209	119	0	3.37E-25	99	2727.24210526316
PF3D7_0816600.1-p1	PF3D7_0816600	sp|Q9H078|CLPB_HUMAN	32.722	327	1070	189	7	4.05E-45	175	1000.00878504673
PF3D7_0816700.1-p1	PF3D7_0816700	sp|Q9UL33|TPC2L_HUMAN	27.966	118	143	79	3	0.000000118	48.9	2307.68391608392
PF3D7_0816800.1-p1	PF3D7_0816800	sp|Q14565|DMC1_HUMAN	56.38	337	347	142	3	6.97E-133	383	5475.52161383285
PF3D7_0816900.1-p1	PF3D7_0816900	tr|Q5T9B7|Q5T9B7_HUMAN	21.612	273	275	146	7	4.99E-13	67.4	2145.48218181818
PF3D7_0817000.1-p1	PF3D7_0817000	sp|Q8TBC4|UBA3_HUMAN	31.153	321	389	200	7	2.53E-52	181	2570.72313624679
PF3D7_0817100.1-p1	PF3D7_0817100	sp|Q969Y2|GTPB3_HUMAN	21.016	433	830	262	12	5.78E-20	95.1	1096.37686746988
PF3D7_0817500.1-p1	PF3D7_0817500	sp|P49773|HINT1_HUMAN	46.324	136	185	57	4	3.78E-35	120	3405.44
PF3D7_0817900.1-p1	PF3D7_0817900	sp|P09429|HMGB1_HUMAN	42.045	88	99	49	1	6.47E-10	54.3	3737.33333333333
PF3D7_0818000.1-p1	PF3D7_0818000	sp|Q8WVK2|SNR27_HUMAN	56.604	53	372	21	2	0.00000000525	55.8	806.454838709678
PF3D7_0818200.1-p1	PF3D7_0818200	sp|P62258|1433E_HUMAN	63.525	244	262	84	1	3E-108	314	5916.06870229008
PF3D7_0818300.1-p1	PF3D7_0818300	sp|O00399|DCTN6_HUMAN	29.412	136	560	78	4	0.0000000602	53.9	714.291428571429
PF3D7_0818400.1-p1	PF3D7_0818400	sp|Q9Y324|FCF1_HUMAN	53.061	196	198	86	2	4.12E-68	207	5252.50303030303
PF3D7_0818500.1-p1	PF3D7_0818500	sp|O76080|ZFAN5_HUMAN	32.258	217	191	117	7	1.42E-31	114	3664.91413612565
PF3D7_0818600.1-p1	PF3D7_0818600	sp|Q7L211|ABHDD_HUMAN	27.652	264	302	177	7	8.93E-19	86.3	2417.26092715232
PF3D7_0818700.1-p1	PF3D7_0818700	sp|Q9H4L7|SMRCD_HUMAN	39.111	225	1223	98	6	4.46E-39	159	719.540065412919
PF3D7_0818800.1-p1	PF3D7_0818800	sp|Q96G21|IMP4_HUMAN	30.286	350	362	163	9	6.18E-51	172	2928.2044198895
PF3D7_0818900.1-p1	PF3D7_0818900	tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN	73.849	608	677	157	2	0	933	6632.22924667652
PF3D7_0819100.1-p1	PF3D7_0819100	sp|Q9NQ55|SSF1_HUMAN	22.989	261	295	162	9	0.0000000011	59.7	2033.94203389831
PF3D7_0819500.1-p1	PF3D7_0819500	tr|A0A087WXU0|A0A087WXU0_HUMAN	36.986	146	386	92	0	4.91E-29	115	1398.95233160622
PF3D7_0819700.1-p1	PF3D7_0819700	sp|Q8IXT5|RB12B_HUMAN	17.209	215	781	176	2	0.0000000578	57.8	473.743277848912
PF3D7_0819900.1-p1	PF3D7_0819900	sp|P62310|LSM3_HUMAN	48.315	89	91	40	2	5.4E-23	85.5	4725.31318681319
PF3D7_0820000.1-p1	PF3D7_0820000	tr|A0A087X0E3|A0A087X0E3_HUMAN	56.452	310	2082	134	1	6.3E-122	426	840.543707973103
PF3D7_0820200.1-p1	PF3D7_0820200	tr|K7ELT9|K7ELT9_HUMAN	36.893	206	661	119	5	2.13E-34	134	1149.76671709531
PF3D7_0820500.1-p1	PF3D7_0820500	tr|K7EPQ7|K7EPQ7_HUMAN	34	100	852	56	4	0.00000531	49.7	399.06103286385
PF3D7_0820700.1-p1	PF3D7_0820700	sp|Q9ULD0|OGDHL_HUMAN	39.94	999	1038	537	17	0	735	3843.93641618497
PF3D7_0821000.1-p1	PF3D7_0821000	tr|C9JC03|C9JC03_HUMAN	26.257	179	514	113	8	0.0000000764	55.5	914.397470817121
PF3D7_0821100.1-p1	PF3D7_0821100	sp|P49841|GSK3B_HUMAN	44.162	197	918	101	3	1.74E-44	167	947.703050108933
PF3D7_0821300.1-p1	PF3D7_0821300	tr|E7EWK3|E7EWK3_HUMAN	27.259	675	867	378	12	6.63E-72	253	2122.24048442907
PF3D7_0821500.1-p1	PF3D7_0821500	sp|Q92979|NEP1_HUMAN	36.15	213	279	127	4	6.98E-44	150	2759.83870967742
PF3D7_0821600.1-p1	PF3D7_0821600	tr|E9PKV5|E9PKV5_HUMAN	40	115	674	69	0	5.19E-22	95.9	682.492581602374
PF3D7_0821700.1-p1	PF3D7_0821700	sp|P35268|RL22_HUMAN	50	98	139	48	1	4.07E-24	90.9	3525.17985611511
PF3D7_0821800.1-p1	PF3D7_0821800	sp|P60468|SC61B_HUMAN	44.444	63	80	33	2	9.36E-11	53.9	3499.965
PF3D7_0822000.1-p1	PF3D7_0822000	sp|Q9BYD3|RM04_HUMAN	23.246	228	568	152	7	0.000000206	53.9	933.114084507042
PF3D7_0822200.1-p1	PF3D7_0822200	sp|Q9H4Z3|CAPAM_HUMAN	32.558	129	1510	85	1	5.7E-17	87.8	278.144503311258
PF3D7_0822300.1-p1	PF3D7_0822300	sp|P62308|RUXG_HUMAN	51.948	77	83	35	2	2.05E-20	77.8	4819.27228915663
PF3D7_0822500.1-p1	PF3D7_0822500	sp|Q4LDG9|DNAL1_HUMAN	41.989	181	199	104	1	5.38E-41	138	3819.1
PF3D7_0822600.1-p1	PF3D7_0822600	sp|Q15436|SC23A_HUMAN	47.792	770	759	375	12	0	738	4848.46376811594
PF3D7_0822800.1-p1	PF3D7_0822800	sp|Q96DI7|SNR40_HUMAN	34.967	306	324	196	2	1.18E-68	219	3302.43888888889
PF3D7_0822900.1-p1	PF3D7_0822900	sp|Q8IXT5|RB12B_HUMAN	35.772	123	1176	79	0	6.83E-18	90.9	374.145918367347
PF3D7_0823000.1-p1	PF3D7_0823000	sp|Q99570|PI3R4_HUMAN	25.786	159	1332	109	5	0.00000535	52.4	307.805855855856
PF3D7_0823100.1-p1	PF3D7_0823100	sp|Q9H446|RWDD1_HUMAN	31.304	115	229	75	1	0.00000000122	57.8	1572.03493449782
PF3D7_0823200.1-p1	PF3D7_0823200	tr|H0Y623|H0Y623_HUMAN	49.412	85	286	42	1	6.91E-21	92.8	1468.53846153846
PF3D7_0823300.1-p1	PF3D7_0823300	sp|Q92830|KAT2A_HUMAN	46.802	344	1465	173	5	3.51E-84	296	1098.96846416382
PF3D7_0823800.1-p1	PF3D7_0823800	tr|E7EP04|E7EP04_HUMAN	24.229	227	655	129	5	2.52E-12	68.9	839.692061068702
PF3D7_0823900.1-p1	PF3D7_0823900	sp|Q02978|M2OM_HUMAN	39.583	288	318	167	4	5.35E-69	218	3584.87547169811
PF3D7_0824100.1-p1	PF3D7_0824100	sp|Q8NHP7|EXD1_HUMAN	29.375	160	406	93	5	2.59E-12	69.3	1157.6354679803
PF3D7_0824300.1-p1	PF3D7_0824300	sp|A4D1E9|GTPBA_HUMAN	30.268	261	773	157	5	2.08E-23	104	1021.98551099612
PF3D7_0824600.1-p1	PF3D7_0824600	sp|Q6FI81|CPIN1_HUMAN	43.689	103	266	43	2	3.59E-19	85.9	1691.71691729323
PF3D7_0824700.1-p1	PF3D7_0824700	sp|Q96S06|LMF1_HUMAN	22.139	402	590	254	15	0.00000000407	60.5	1508.45389830508
PF3D7_0825100.1-p1	PF3D7_0825100	sp|Q86SG2|ANR23_HUMAN	31.461	89	186	59	1	0.00000000212	56.6	1505.39193548387
PF3D7_0825500.1-p1	PF3D7_0825500	tr|A0A494C108|A0A494C108_HUMAN	30.851	188	630	102	6	1.13E-10	65.9	920.633015873016
PF3D7_0826100.1-p1	PF3D7_0826100	tr|H0Y659|H0Y659_HUMAN	48.341	422	8591	215	3	2.19E-123	425	237.456663950646
PF3D7_0826200.1-p1	PF3D7_0826200	sp|Q96I13|ABHD8_HUMAN	22.901	262	602	174	7	0.0000000832	55.8	996.68803986711
PF3D7_0826300.1-p1	PF3D7_0826300	tr|F5H8F7|F5H8F7_HUMAN	29.224	219	445	132	3	1.63E-21	97.8	1438.21483146067
PF3D7_0826400.1-p1	PF3D7_0826400	tr|A0A8V8TQ96|A0A8V8TQ96_HUMAN	29.299	314	317	150	10	1.03E-28	114	2902.17223974763
PF3D7_0826500.1-p1	PF3D7_0826500	tr|B7Z7P0|B7Z7P0_HUMAN	32.673	202	1326	115	3	3.62E-28	122	497.733484162896
PF3D7_0826700.1-p1	PF3D7_0826700	sp|P63244|RACK1_HUMAN	59.554	314	323	118	5	2.97E-130	374	5789.46006191951
PF3D7_0827000.1-p1	PF3D7_0827000	sp|Q8TDD1|DDX54_HUMAN	34.694	392	1289	246	7	5.4E-67	245	1055.08518231187
PF3D7_0827100.1-p1	PF3D7_0827100	sp|P46199|IF2M_HUMAN	32.889	225	1397	147	1	1.75E-37	153	529.708303507516
PF3D7_0827700.1-p1	PF3D7_0827700	sp|G5E9R7|KR416_HUMAN	47.727	44	943	23	0	0.000091	46.2	222.692258748674
PF3D7_0827800.1-p1	PF3D7_0827800	tr|A0A1B0GV09|A0A1B0GV09_HUMAN	26.224	286	2399	154	11	1.39E-16	88.2	312.632930387662
PF3D7_0827900.1-p1	PF3D7_0827900	sp|P13667|PDIA4_HUMAN	32.308	455	483	271	14	2.12E-69	234	3043.50724637681
PF3D7_0828000.1-p1	PF3D7_0828000	sp|Q96CC6|RHDF1_HUMAN	32.667	150	267	97	2	2.31E-20	91.3	1835.22471910112
PF3D7_0828200.1-p1	PF3D7_0828200	tr|A0A499FJL2|A0A499FJL2_HUMAN	39.024	205	1481	118	5	1.11E-43	169	540.170155300473
PF3D7_0828400.1-p1	PF3D7_0828400	sp|Q15070|OXA1L_HUMAN	22.267	247	589	169	7	1.14E-11	68.2	933.777419354839
PF3D7_0828500.1-p1	PF3D7_0828500	sp|Q14232|EI2BA_HUMAN	31.313	198	342	116	5	6.61E-20	89.4	1812.85789473684
PF3D7_0828700.1-p1	PF3D7_0828700	tr|A0A087WX80|A0A087WX80_HUMAN	20.588	510	1033	318	19	0.0000000347	59.3	1016.44530493708
PF3D7_0829100.1-p1	PF3D7_0829100	sp|Q96CT7|CC124_HUMAN	36.735	196	216	107	6	3.93E-20	85.9	3333.36111111111
PF3D7_0829200.1-p1	PF3D7_0829200	sp|P35232|PHB1_HUMAN	48.699	269	272	132	2	4.19E-98	289	4816.18786764706
PF3D7_0829300.1-p1	PF3D7_0829300	sp|O95777|LSM8_HUMAN	44.565	92	95	49	1	3.43E-24	88.6	4315.76842105263
PF3D7_0829400.1-p1	PF3D7_0829400	sp|O15460|P4HA2_HUMAN	35.211	71	441	44	2	0.0000108	48.9	566.889115646259
PF3D7_0831200.1-p1	PF3D7_0831200	tr|F8WF76|F8WF76_HUMAN	55.224	67	961	27	1	3.64E-15	73.6	385.016441207076
PF3D7_0831700.1-p1	PF3D7_0831700	sp|P17066|HSP76_HUMAN	68.315	647	679	196	3	0	941	6509.5441826215
PF3D7_0902000.1-p1	PF3D7_0902000	tr|C9JME8|C9JME8_HUMAN	38.889	54	542	33	0	0.0000288	44.7	387.454981549816
PF3D7_0902100.1-p1	PF3D7_0902100	sp|Q9UIK4|DAPK2_HUMAN	25.862	232	521	126	9	0.0000000812	55.5	1151.62840690979
PF3D7_0902200.1-p1	PF3D7_0902200	tr|H0YD75|H0YD75_HUMAN	32	75	633	46	1	0.00000857	49.7	379.14691943128
PF3D7_0902300.1-p1	PF3D7_0902300	sp|Q14680|MELK_HUMAN	25.106	235	608	119	11	0.000000236	55.1	970.379934210526
PF3D7_0902500.1-p1	PF3D7_0902500	sp|O75116|ROCK2_HUMAN	29.167	72	591	39	1	0.0000641	47.4	355.334010152284
PF3D7_0902600.1-p1	PF3D7_0902600	tr|A0A499FJS1|A0A499FJS1_HUMAN	24.444	270	617	133	12	0.000000557	53.1	1069.67260940032
PF3D7_0902800.1-p1	PF3D7_0902800	sp|P56202|CATW_HUMAN	25.61	246	932	130	10	6.38E-13	72.4	675.972103004292
PF3D7_0903100.1-p1	PF3D7_0903100	sp|O15258|RER1_HUMAN	41.304	184	201	93	2	2.16E-47	154	3781.06268656716
PF3D7_0903200.1-p1	PF3D7_0903200	sp|P51149|RAB7A_HUMAN	67.633	207	206	63	3	4.78E-101	291	6796.13155339806
PF3D7_0903400.1-p1	PF3D7_0903400	tr|A0A7P0TAZ7|A0A7P0TAZ7_HUMAN	33.333	321	2536	163	10	1.61E-39	163	421.920070977918
PF3D7_0903600.1-p1	PF3D7_0903600	tr|E9PGC8|E9PGC8_HUMAN	25	272	760	178	8	8.75E-15	80.1	894.736842105263
PF3D7_0903700.1-p1	PF3D7_0903700	sp|Q9BQE3|TBA1C_HUMAN	83.778	450	453	71	1	0	797	8322.3178807947
PF3D7_0903900.1-p1	PF3D7_0903900	tr|D3YTB1|D3YTB1_HUMAN	61.789	123	131	47	0	1.39E-49	155	5801.56259541985
PF3D7_0904000.1-p1	PF3D7_0904000	sp|Q8IV04|TB10C_HUMAN	25.434	173	426	118	3	4.75E-14	74.7	1032.88309859155
PF3D7_0904100.1-p1	PF3D7_0904100	sp|Q9UPM8|AP4E1_HUMAN	41.228	456	1388	261	3	3.75E-105	362	1354.46455331412
PF3D7_0904300.1-p1	PF3D7_0904300	sp|P01266|THYG_HUMAN	44.643	56	2487	28	2	0.000018	51.6	100.523039806996
PF3D7_0904400.1-p1	PF3D7_0904400	sp|P61009|SPCS3_HUMAN	26.966	178	185	118	6	2.52E-13	65.9	2594.56648648649
PF3D7_0904500.1-p1	PF3D7_0904500	sp|Q9NQP4|PFD4_HUMAN	28.814	118	129	81	2	0.000000291	47.4	2635.6992248062
PF3D7_0904600.1-p1	PF3D7_0904600	sp|Q9H9J4|UBP42_HUMAN	25.895	363	1770	195	20	1.89E-23	110	531.066949152542
PF3D7_0904800.1-p1	PF3D7_0904800	sp|P27694|RFA1_HUMAN	23.714	447	484	291	16	1.12E-25	111	2190.1152892562
PF3D7_0904900.1-p1	PF3D7_0904900	tr|A0A8I5KWA8|A0A8I5KWA8_HUMAN	33.186	226	2568	139	4	3.13E-35	149	292.057476635514
PF3D7_0905100.1-p1	PF3D7_0905100	sp|Q7Z5P9|MUC19_HUMAN	27.094	609	2112	365	22	1.97E-19	97.8	781.261647727273
PF3D7_0905200.1-p1	PF3D7_0905200	sp|Q9NYZ2|MFRN1_HUMAN	27.027	148	1199	76	4	9.84E-11	65.9	333.611009174312
PF3D7_0905300.1-p1	PF3D7_0905300	tr|H0Y7V4|H0Y7V4_HUMAN	47.118	989	6118	492	16	0	873	761.681954887218
PF3D7_0905600.1-p1	PF3D7_0905600	sp|Q8TBY9|CF251_HUMAN	17.079	445	1220	309	15	5.7E-10	65.1	622.963524590164
PF3D7_0905700.1-p1	PF3D7_0905700	sp|Q9NT62|ATG3_HUMAN	35.962	317	319	177	7	1.29E-53	179	3573.65329153605
PF3D7_0905700.2-p1	PF3D7_0905700	sp|Q9NT62|ATG3_HUMAN	35.016	317	313	174	7	3.72E-53	177	3546.34888178914
PF3D7_0905700.3-p1	PF3D7_0905700	sp|Q9NT62|ATG3_HUMAN	40.23	87	123	52	0	1.27E-17	77.4	2845.53658536585
PF3D7_0905900.1-p1	PF3D7_0905900	sp|P35606|COPB2_HUMAN	38.149	886	1010	500	8	0	695	3346.53603960396
PF3D7_0906000.1-p1	PF3D7_0906000	sp|Q8IYB7|DI3L2_HUMAN	36.943	157	1797	76	3	9.71E-21	100	322.762993878687
PF3D7_0906100.1-p1	PF3D7_0906100	tr|A0A6Q8PG85|A0A6Q8PG85_HUMAN	29.167	168	195	119	0	9.1E-25	96.7	2512.84923076923
PF3D7_0906400.1-p1	PF3D7_0906400	sp|O43237|DC1L2_HUMAN	23.04	421	837	226	18	4.17E-21	98.6	1158.88172043011
PF3D7_0906500.1-p1	PF3D7_0906500	sp|P78540|ARGI2_HUMAN	31.801	261	411	160	3	1.8E-38	142	2019.4795620438
PF3D7_0906910.1-p1	PF3D7_0906910	sp|Q99426|TBCB_HUMAN	26.23	244	262	149	7	8.6E-15	72.8	2442.79389312977
PF3D7_0907200.1-p1	PF3D7_0907200	tr|A0A804HIC4|A0A804HIC4_HUMAN	34.685	222	1133	138	3	4.48E-36	149	679.617828773169
PF3D7_0907400.1-p1	PF3D7_0907400	sp|O76031|CLPX_HUMAN	33.898	118	922	72	2	0.00000000179	62.8	433.83557483731
PF3D7_0907600.1-p1	PF3D7_0907600	sp|P41214|EIF2D_HUMAN	25.188	266	818	190	7	3.78E-22	102	819.071882640587
PF3D7_0907700.1-p1	PF3D7_0907700	sp|P61289|PSME3_HUMAN	35.769	260	279	149	6	2.67E-43	149	3333.31182795699
PF3D7_0907900.1-p1	PF3D7_0907900	sp|Q9HBH1|DEFM_HUMAN	31.25	176	241	101	5	2.4E-18	82	2282.15767634855
PF3D7_0908600.1-p1	PF3D7_0908600	sp|Q9UET6|TRM7_HUMAN	32.686	309	507	109	5	2.22E-44	160	1992.10532544379
PF3D7_0908700.1-p1	PF3D7_0908700	sp|Q9BZE2|PUS3_HUMAN	31.955	266	312	153	7	3.55E-34	130	2724.36858974359
PF3D7_0908800.1-p1	PF3D7_0908800	sp|Q6NUK1|SCMC1_HUMAN	36.269	193	590	98	3	5.75E-30	124	1186.42661016949
PF3D7_0909200.1-p1	PF3D7_0909200	sp|Q9Y2G5|OFUT2_HUMAN	24.74	384	469	223	12	1.94E-27	114	2025.62046908316
PF3D7_0909300.1-p1	PF3D7_0909300	sp|O14737|PDCD5_HUMAN	27.869	122	131	81	3	0.00000000436	52	2595.43358778626
PF3D7_0909400.1-p1	PF3D7_0909400	sp|Q9H0D6|XRN2_HUMAN	39.121	455	1311	222	10	2.85E-93	323	1357.74637681159
PF3D7_0909500.1-p1	PF3D7_0909500	tr|A0A804HKW2|A0A804HKW2_HUMAN	26.185	443	489	271	22	7.98E-13	71.2	2372.17893660532
PF3D7_0909700.1-p1	PF3D7_0909700	sp|Q9H992|MARH7_HUMAN	39.683	63	1036	32	1	0.00000000267	62.4	241.315540540541
PF3D7_0909800.1-p1	PF3D7_0909800	sp|P62318|SMD3_HUMAN	46.789	109	116	58	0	5.38E-33	112	4396.5525862069
PF3D7_0909900.1-p1	PF3D7_0909900	tr|A0A8V8TLR3|A0A8V8TLR3_HUMAN	35.455	770	1373	389	16	5.94E-148	474	1988.37217771304
PF3D7_0910000.1-p1	PF3D7_0910000	sp|Q9H7B4|SMYD3_HUMAN	33.333	108	1114	66	4	0.00000166	53.1	323.156552962298
PF3D7_0910100.1-p1	PF3D7_0910100	tr|E7ESC6|E7ESC6_HUMAN	32.48	508	1198	296	9	8.1E-70	256	1377.28213689482
PF3D7_0910400.1-p1	PF3D7_0910400	tr|Q5T5U6|Q5T5U6_HUMAN	26.471	170	1193	109	4	0.000000197	53.1	377.206202849958
PF3D7_0910500.1-p1	PF3D7_0910500	sp|Q9UBZ9|REV1_HUMAN	24.194	124	1697	94	0	8.75E-10	65.1	176.785857395404
PF3D7_0910600.1-p1	PF3D7_0910600	sp|O15498|YKT6_HUMAN	27.419	186	199	131	3	4.39E-18	79.3	2562.78090452261
PF3D7_0910700.1-p1	PF3D7_0910700	sp|P61160|ARP2_HUMAN	25.094	267	543	164	8	1.02E-12	70.9	1233.90386740332
PF3D7_0910800.1-p1	PF3D7_0910800	sp|P53384|NUBP1_HUMAN	44.373	311	447	150	6	1.09E-84	263	3087.24899328859
PF3D7_0910900.1-p1	PF3D7_0910900	sp|P49643|PRI2_HUMAN	33.42	383	539	217	10	1.31E-57	201	2374.74211502783
PF3D7_0911000.1-p1	PF3D7_0911000	sp|Q92535|PIGC_HUMAN	26.829	287	292	187	7	1.71E-22	95.5	2636.95993150685
PF3D7_0911300.1-p1	PF3D7_0911300	sp|Q9NQ36|SCUB2_HUMAN	27.419	186	3313	112	9	0.00000215	55.1	153.937035919107
PF3D7_0911700.1-p1	PF3D7_0911700	sp|Q8N442|GUF1_HUMAN	42.963	270	1085	150	1	1.09E-65	236	1069.12534562212
PF3D7_0912500.1-p1	PF3D7_0912500	sp|P82979|SARNP_HUMAN	39.048	105	288	38	6	0.0000438	44.7	1423.625
PF3D7_0912800.1-p1	PF3D7_0912800	sp|Q9UJA5|TRM6_HUMAN	31.667	180	616	112	5	3.17E-10	63.9	925.334415584416
PF3D7_0912900.1-p1	PF3D7_0912900	sp|P51665|PSMD7_HUMAN	42.763	304	338	166	4	3.82E-67	214	3846.13964497041
PF3D7_0913150.1-p1	PF3D7_0913150	sp|A0A0B4J2F0|PIOS1_HUMAN	33.333	42	45	28	0	0.00000222	40	3111.08
PF3D7_0913200.1-p1	PF3D7_0913200	sp|P24534|EF1B_HUMAN	25.893	224	276	136	7	3.55E-14	70.9	2101.46086956522
PF3D7_0913300.1-p1	PF3D7_0913300	sp|Q4G0N4|NAKD2_HUMAN	23.204	181	646	118	5	8.64E-10	62.4	650.143034055728
PF3D7_0913900.1-p1	PF3D7_0913900	sp|P54136|SYRC_HUMAN	23.278	421	943	227	15	6.15E-15	80.5	1039.24050901379
PF3D7_0914000.1-p1	PF3D7_0914000	sp|Q8IZ73|RUSD2_HUMAN	30	150	955	100	3	1.86E-18	91.3	471.204188481675
PF3D7_0914200.1-p1	PF3D7_0914200	tr|H3BU68|H3BU68_HUMAN	29.358	109	418	68	2	0.00000235	48.9	765.555502392345
PF3D7_0914300.1-p1	PF3D7_0914300	sp|Q32P41|TRM5_HUMAN	37.037	189	781	118	1	3.36E-40	156	896.285915492958
PF3D7_0914600.1-p1	PF3D7_0914600	tr|K7EPC8|K7EPC8_HUMAN	43.077	65	111	37	0	1.45E-16	69.7	2522.52702702703
PF3D7_0915100.1-p1	PF3D7_0915100	sp|P63279|UBC9_HUMAN	62.581	155	159	57	1	3.92E-66	199	6100.66352201258
PF3D7_0915400.1-p1	PF3D7_0915400	sp|P17858|PFKAL_HUMAN	25.446	224	1418	135	8	0.0000329	49.7	401.96784203103
PF3D7_0915800.1-p1	PF3D7_0915800	sp|O95397|PKHA9_HUMAN	26.804	97	217	65	2	0.00000385	47.8	1198.15115207373
PF3D7_0916100.1-p1	PF3D7_0916100	sp|P10599|THIO_HUMAN	25.253	99	180	69	2	0.000000016	51.2	1388.915
PF3D7_0916500.1-p1	PF3D7_0916500	tr|C9IZG3|C9IZG3_HUMAN	32.54	126	296	80	2	6.05E-15	72.8	1385.14864864865
PF3D7_0916600.1-p1	PF3D7_0916600	sp|Q5JPI9|EFMT2_HUMAN	31.111	225	219	128	7	2.67E-28	107	3196.33561643836
PF3D7_0916700.1-p1	PF3D7_0916700	tr|A0A7I2V4N0|A0A7I2V4N0_HUMAN	33.571	140	388	84	5	2.14E-17	79.7	1211.32474226804
PF3D7_0917100.1-p1	PF3D7_0917100	sp|O15527|OGG1_HUMAN	34.884	129	757	70	6	1.89E-17	85.5	594.456538969617
PF3D7_0917600.1-p1	PF3D7_0917600	sp|O43143|DHX15_HUMAN	58.31	710	820	285	5	0	863	5048.79268292683
PF3D7_0917700.1-p1	PF3D7_0917700	sp|Q9H9Y4|GPN2_HUMAN	35.938	320	358	141	4	2.68E-69	220	3212.33519553073
PF3D7_0917900.1-p1	PF3D7_0917900	sp|P11021|BIP_HUMAN	66.667	630	652	202	6	0	839	6441.75
PF3D7_0918000.1-p1	PF3D7_0918000	sp|P13686|PPA5_HUMAN	26.183	317	396	178	13	1.38E-17	84	2095.96237373737
PF3D7_0918100.1-p1	PF3D7_0918100	tr|A0A0A0MRM6|A0A0A0MRM6_HUMAN	42.667	75	130	43	0	2.48E-18	75.5	2461.55769230769
PF3D7_0918200.1-p1	PF3D7_0918200	sp|P09001|RM03_HUMAN	44.715	123	317	63	3	2.83E-23	99	1734.99842271293
PF3D7_0918300.1-p1	PF3D7_0918300	sp|O00303|EIF3F_HUMAN	29.181	281	320	178	8	7.16E-31	120	2562.4565625
PF3D7_0918600.1-p1	PF3D7_0918600	tr|H0YNU5|H0YNU5_HUMAN	36.943	471	728	236	11	8.07E-76	267	2390.13090659341
PF3D7_0918800.1-p1	PF3D7_0918800	tr|A0A669KAY5|A0A669KAY5_HUMAN	25.592	211	577	137	7	6.22E-11	66.2	935.859965337955
PF3D7_0918900.1-p1	PF3D7_0918900	tr|A0A2R8Y648|A0A2R8Y648_HUMAN	36.078	255	1063	129	6	7.58E-39	149	865.464722483537
