Chr,Gene,MIS,MFS
chr11,PF3D7_1122900,1,-1.219
chr11,PF3D7_1123000,0.991,-2.752
chr11,PF3D7_1123100,0.214,-2.689
chr11,PF3D7_1123200,0.148,-3.192
chr11,PF3D7_1123300,1,-0.807
chr11,PF3D7_1123400,0.27,-2.63
chr11,PF3D7_1123500,1,-0.283
chr11,PF3D7_1123600,0.133,-3.281
chr11,PF3D7_1123700,0.119,-3.094
chr11,PF3D7_1123800,0.413,-3.252
chr11,PF3D7_1123900,0.12,-3.123
chr11,PF3D7_1124000,0.121,-3.107
chr11,PF3D7_1124100,0.243,-2.721
chr11,PF3D7_1124200,1,-2.195
chr11,PF3D7_1124300,0.218,-2.632
chr11,PF3D7_1124400,0.119,-3.029
chr11,PF3D7_1124500,0.492,-2.286
chr11,PF3D7_1124600,0.121,-3.067
chr11,PF3D7_1124700,0.122,-2.922
chr11,PF3D7_1124800,0.177,-2.848
chr11,PF3D7_1124900,0.12,0
chr11,PF3D7_1125000,0.121,-2.945
chr11,PF3D7_1125100,0.12,-3.052
chr11,PF3D7_1125200,0.161,-2.743
chr11,PF3D7_1125300,0.147,-2.841
chr11,PF3D7_1125400,0.121,-2.949
chr11,PF3D7_1125500,0.999,0
chr11,PF3D7_1125600,0.12,0
chr11,PF3D7_1125700,0.79,-2.968
chr11,PF3D7_1125800,1,-1.254
chr11,PF3D7_1125900,0.132,-3.114
chr11,PF3D7_1126000,0.119,-2.949
chr11,PF3D7_1126100,0.127,-2.95
chr11,PF3D7_1126200,0.125,-2.983
chr11,PF3D7_1126300,0.129,-2.879
chr11,PF3D7_1126400,0.14,-2.959
chr11,PF3D7_1126500,0.127,-2.957
chr11,PF3D7_1126600,1,-0.059
chr11,PF3D7_1126700,0.917,-3.049
chr11,PF3D7_1126800,0.994,-2.184
chr11,PF3D7_1126900,0.12,0
chr11,PF3D7_1127000,1,-0.05
chr11,PF3D7_1127100,0.847,0
chr11,PF3D7_1127200,1,0
chr11,PF3D7_1127300,0.985,-1.218
chr11,PF3D7_1127400,0.123,-3.027
chr11,PF3D7_1127500,0.339,-2.769
chr11,PF3D7_1127600,0.178,-3.244
chr11,PF3D7_1127700,1,-2.261
chr11,PF3D7_1127800,0.198,-2.706
chr11,PF3D7_1127900,0.123,-2.962
chr11,PF3D7_1128000,0.158,-2.838
chr11,PF3D7_1128100,1,-2.205
chr11,PF3D7_1128200,0.176,-2.575
chr11,PF3D7_1128300,1,-2.821
chr11,PF3D7_1128400,0.142,-2.868
chr11,PF3D7_1128500,0.126,-3.032
chr11,PF3D7_1128600,1,-0.9
chr11,PF3D7_1128700,0.214,-2.706
chr11,PF3D7_1128900,0.124,-2.893
chr11,PF3D7_1129000,0.166,-2.784
chr11,PF3D7_1129100,1,-2.111
chr11,PF3D7_1129200,0.157,-2.738
chr11,PF3D7_1129300,1,-0.027
chr11,PF3D7_1129400,0.12,-3.043
chr11,PF3D7_1129500,0.991,0.125
chr11,PF3D7_1129600,1,-2.223
chr11,PF3D7_1129700,0.182,-3.273
chr11,PF3D7_1129800,0.122,-3.043
chr11,PF3D7_1129850,0.993,-2.402
chr11,PF3D7_1129900,1,-1.042
chr11,PF3D7_1130000,0.167,-2.855
chr11,PF3D7_1130100,0.12,-3.006
chr11,PF3D7_1130200,0.208,-2.596
chr11,PF3D7_1130400,0.125,-3.028
chr11,PF3D7_1130500,0.124,-3.024
chr11,PF3D7_1130600,1,-0.3
chr11,PF3D7_1130700,0.133,-3.279
chr11,PF3D7_1130800,0.957,-1.495
chr11,PF3D7_1130900,0.121,-2.999
chr11,PF3D7_1131000,1,-1.091
chr11,PF3D7_1131100,0.547,-2.479
chr11,PF3D7_1131200,1,0.989
chr11,PF3D7_1131300,0.136,-2.819
chr11,PF3D7_1131400,0.126,-2.973
chr11,PF3D7_1131500,0.202,-2.568
chr11,PF3D7_1131600,1,-0.414
chr11,PF3D7_1131700,0.903,-2.516
chr11,PF3D7_1131800,1,-0.001
chr11,PF3D7_1131900,0.151,-2.791
chr11,PF3D7_1132000,0.585,-3.037
chr11,PF3D7_1132100,1,-1.641
chr11,PF3D7_1132200,0.174,-2.998
chr11,PF3D7_1132300,0.125,-3.046
chr11,PF3D7_1132400,1,-0.766
chr11,PF3D7_1132500,1,-0.049
chr11,PF3D7_1132600,1,0.832
chr11,PF3D7_1132700,0.371,-2.291
chr11,PF3D7_1132800,0.151,-2.791
chr11,PF3D7_1132900,0.967,-2.008
chr11,PF3D7_1133000,0.251,-3.362
chr11,PF3D7_1133100,0.131,-2.945
chr11,PF3D7_1133200,0.997,-2.594
chr11,PF3D7_1133300,0.119,-3.087
chr11,PF3D7_1133400,0.776,-2.387
chr11,PF3D7_1133500,0.124,-2.827
chr11,PF3D7_1133600,0.134,-3.183
chr11,PF3D7_1133700,1,-1.847
chr11,PF3D7_1133800,0.123,-3.149
chr11,PF3D7_1133900,1,-2.468
chr11,PF3D7_1134000,0.182,-2.879
chr11,PF3D7_1134100,0.995,-2.894
chr11,PF3D7_1134200,0.16,-3.249
chr11,PF3D7_1134300,1,-1.442
chr11,PF3D7_1134400,0.12,-3.033
chr11,PF3D7_1134500,0.181,-3.306
chr11,PF3D7_1134600,1,-2.522
chr11,PF3D7_1134700,0.12,-2.941
chr11,PF3D7_1134800,0.142,-3.396
chr11,PF3D7_1134900,0.157,-2.808
chr11,PF3D7_1135000,0.66,-2.879
chr11,PF3D7_1135100,0.12,-3.018
chr11,PF3D7_1135200,0.842,-2.924
chr11,PF3D7_1135300,0.175,-2.603
chr11,PF3D7_1135400,0.456,-3.016
chr11,PF3D7_1135500,0.119,-3.49
chr11,PF3D7_1135600,1,-0.854
chr11,PF3D7_1135700,0.14,-2.947
chr11,PF3D7_1135800,0.123,-2.718
chr11,PF3D7_1135900,0.123,-3.073
chr11,PF3D7_1136000,1,-0.18
chr11,PF3D7_1136100,1,-0.778
chr11,PF3D7_1136200,1,-2.026
chr11,PF3D7_1136300,1,-2.071
chr11,PF3D7_1136400,0.13,-2.91
chr11,PF3D7_1136500,0.225,-2.966
chr11,PF3D7_1136600,0.123,-2.986
chr11,PF3D7_1136700,0.19,-3.284
chr11,PF3D7_1136800,0.12,-3.149
chr11,PF3D7_1136900,0.139,-2.957
chr11,PF3D7_1137100,0.372,-2.535
chr11,PF3D7_1137200,1,0.071
chr11,PF3D7_1137300,1,-2.335
chr11,PF3D7_1137400,0.993,-1.012
chr11,PF3D7_1137500,0.429,-2.416
chr11,PF3D7_1137600,1,1.448
chr11,PF3D7_1137700,1,-0.586
chr11,PF3D7_1137800,1,-1.009
chr11,PF3D7_1137900,0.85,-3.024
chr11,PF3D7_1138000,0.12,-2.967
chr11,PF3D7_1138100,0.301,-2.462
chr11,PF3D7_1138200,0.164,-2.692
chr11,PF3D7_1138300,0.947,-1.533
chr11,PF3D7_1138400,0.954,-2.882
chr11,PF3D7_1138500,0.19,-2.797
chr11,PF3D7_1138600,1,-1.099
chr11,PF3D7_1138700,0.831,-2.986
chr11,PF3D7_1138800,0.125,-2.867
chr11,PF3D7_1139100,1,-0.063
chr11,PF3D7_1139200,0.139,-3.221
chr11,PF3D7_1139300,1,-2.777
chr11,PF3D7_1139500,1,-1.669
chr11,PF3D7_1139600,0.156,-2.723
chr11,PF3D7_1139700,0.119,-3.079
chr11,PF3D7_1139800,0.125,-3.065
chr11,PF3D7_1139900,0.198,-2.836
chr11,PF3D7_1140000,0.203,-2.805
chr11,PF3D7_1140100,0.831,-2.068
chr11,PF3D7_1140200,0.422,-2.428
chr11,PF3D7_1140300,0.613,-3.206
chr11,PF3D7_1140400,0.189,-3.016
chr11,PF3D7_1140500,1,-2.507
chr11,PF3D7_1140600,1,-2.099
chr11,PF3D7_1140700,1,-0.141
chr11,PF3D7_1140800,0.134,-2.921
chr11,PF3D7_1140900,0.123,-3.074
chr11,PF3D7_1141000,0.578,-2.461
chr11,PF3D7_1141100,1,-0.393
chr11,PF3D7_1141200,1,0
chr11,PF3D7_1141300,0.12,-3.05
chr11,PF3D7_1141400,0.226,-2.53
chr11,PF3D7_1141500,0.608,-2.703
chr11,PF3D7_1141600,0.128,-2.885
chr11,PF3D7_1141700,0.121,-2.867
chr11,PF3D7_1141800,0.993,-2.659
chr11,PF3D7_1141900,1,-1.121
chr11,PF3D7_1142000,0.148,-2.895
chr11,PF3D7_1142100,1,-2.661
chr11,PF3D7_1142200,1,-1.695
chr11,PF3D7_1142300,0.532,-2.432
chr11,PF3D7_1142400,0.121,-3.078
chr11,PF3D7_1142500,0.147,-3.434
chr11,PF3D7_1142600,0.127,-2.613
chr11,PF3D7_1142700,0.128,-2.892
chr11,PF3D7_1142800,0.171,-2.815
chr11,PF3D7_1142900,0.238,-2.647
chr11,PF3D7_1143000,0.122,-3.126
chr11,PF3D7_1143100,0.406,-2.557
chr11,PF3D7_1143200,1,-1.058
chr11,PF3D7_1143300,0.129,-2.889
chr11,PF3D7_1143400,0.978,-2.774
chr11,PF3D7_1143500,1,-1.116
chr11,PF3D7_1143600,0.907,-2.266
chr11,PF3D7_1143700,0.985,-2.702
chr11,PF3D7_1143800,0.12,-3.012
chr11,PF3D7_1143900,0.572,-3.067
chr11,PF3D7_1144000,0.776,0
chr11,PF3D7_1144100,0.222,-4.036
chr11,PF3D7_1144200,1,-0.008
chr11,PF3D7_1144400,1,-2.314
chr11,PF3D7_1144500,0.154,-2.669
chr11,PF3D7_1144600,0.21,-2.701
chr11,PF3D7_1144700,0.12,-3.003
chr11,PF3D7_1144800,0.204,-2.694
chr11,PF3D7_1144900,0.78,-2.414
chr11,PF3D7_1145000,0.995,-1.41
chr11,PF3D7_1145100,0.133,-3.165
chr11,PF3D7_1145200,1,-2.278
chr11,PF3D7_1145300,0.222,-2.581
chr11,PF3D7_1145400,0.12,-3.055
chr11,PF3D7_1145500,1,-0.269
chr11,PF3D7_1145600,0.241,-2.714
chr11,PF3D7_1145700,0.131,-3.049
chr11,PF3D7_1145800,0.203,-2.592
chr11,PF3D7_1145900,1,-0.662
chr11,PF3D7_1146000,0.13,-2.961
chr11,PF3D7_1146100,0.142,-2.886
chr11,PF3D7_1146200,0.182,-2.611
chr11,PF3D7_1146300,0.748,-2.967
chr11,PF3D7_1146500,0.774,-1.133
chr11,PF3D7_1146600,1,-2.157
chr11,PF3D7_1146700,1,0.591
chr11,PF3D7_1146800,1,-1.589
chr11,PF3D7_1146900,0.565,-2.48
chr11,PF3D7_1147000,1,-0.719
chr11,PF3D7_1147100,0.698,-3.542
chr11,PF3D7_1147200,1,-1.94
chr11,PF3D7_1147300,1,-2.1
chr11,PF3D7_1147400,0.153,-2.944
chr11,PF3D7_1147500,0.128,-3.062
chr11,PF3D7_1147600,0.868,-1.676
chr11,PF3D7_1147700,1,-1.703
chr11,PF3D7_1147800,1,-0.858
chr11,PF3D7_1147900,0.141,-3.386
chr11,PF3D7_1148000,0.119,-2.973
chr11,PF3D7_1148700,0.386,-2.739
chr11,PF3D7_1148800,1,-2.514
chr11,PF3D7_1148900,1,-1.596
chr11,PF3D7_1149000,1,-0.293
chr11,PF3D7_1149100,0.983,-2.738
chr11,PF3D7_1149200,1,-2.517
chr11,PF3D7_1149300,1,-2.749
chr11,PF3D7_1149400,0.449,-2.342
chr11,PF3D7_1149500,1,-2.81
chr11,PF3D7_1149600,1,-0.493
chr11,PF3D7_1149700,0.418,-3.2
chr11,PF3D7_1149800,1,-1.316
chr11,PF3D7_1149900,0.27,-2.556
chr11,PF3D7_1150000,0.758,-2.244
chr11,PF3D7_1150100,0.171,-3.041
chr11,PF3D7_1150200,0.194,-2.634
chr11,PF3D7_1150300,0.408,-2.396
chr12,PF3D7_1200100,1,-2.01
chr12,PF3D7_1200200,0.422,-2.598
chr12,PF3D7_1200300,1,-1.269
chr12,PF3D7_1200400,1,-1.803
chr12,PF3D7_1200500,0.381,-2.617
chr12,PF3D7_1200600,1,-1.899
chr12,PF3D7_1200700,1,-2.229
chr12,PF3D7_1200800,1,-2.428
chr12,PF3D7_1200900,0.31,-2.581
chr12,PF3D7_1201000,0.967,-2.448
chr12,PF3D7_1201100,1,-2.206
chr12,PF3D7_1201200,0.873,-2.551
chr12,PF3D7_1201300,0.146,-3.281
chr12,PF3D7_1201400,1,-0.945
chr12,PF3D7_1201500,0.122,-3.045
chr12,PF3D7_1201600,0.643,-3.088
chr12,PF3D7_1201700,0.179,-2.897
chr12,PF3D7_1201800,0.139,-3.104
chr12,PF3D7_1201900,0.978,0.672
chr12,PF3D7_1202000,0.119,-2.992
chr12,PF3D7_1202100,0.53,-2.382
chr12,PF3D7_1202200,0.736,-2.302
chr12,PF3D7_1202300,1,-0.865
chr12,PF3D7_1202400,0.599,-2.292
chr12,PF3D7_1202500,0.982,-2.691
chr12,PF3D7_1202600,0.215,-2.72
chr12,PF3D7_1202700,0.226,-2.862
chr12,PF3D7_1202800,0.132,-3.489
chr12,PF3D7_1202900,0.339,-2.546
chr12,PF3D7_1203000,0.937,-2.52
chr12,PF3D7_1203100,0.2,-2.655
chr12,PF3D7_1203200,0.153,-3.202
chr12,PF3D7_1203300,0.138,-3.114
chr12,PF3D7_1203400,1,0.3
chr12,PF3D7_1203500,0.128,-2.983
chr12,PF3D7_1203600,0.12,-3.029
chr12,PF3D7_1203700,0.139,-3.031
chr12,PF3D7_1203900,0.554,-2.159
chr12,PF3D7_1204000,0.175,-2.844
chr12,PF3D7_1204100,1,-1.354
chr12,PF3D7_1204200,0.999,-2.551
chr12,PF3D7_1204300,1,0
chr12,PF3D7_1204400,0.999,-2.254
chr12,PF3D7_1204500,0.126,-3.204
chr12,PF3D7_1204600,0.142,-2.665
chr12,PF3D7_1204700,0.132,0
chr12,PF3D7_1204900,0.999,-1.915
chr12,PF3D7_1205000,0.476,-2.525
chr12,PF3D7_1205100,1,-1.306
chr12,PF3D7_1205200,0.132,-3.193
chr12,PF3D7_1205300,0.12,-3.25
chr12,PF3D7_1205400,1,-2.114
chr12,PF3D7_1205500,1,-2.234
chr12,PF3D7_1205600,0.149,-2.679
chr12,PF3D7_1205700,1,-1.692
chr12,PF3D7_1205800,1,-2.862
chr12,PF3D7_1205900,0.142,-2.817
chr12,PF3D7_1206000,1,-2.559
chr12,PF3D7_1206100,0.991,-0.085
chr12,PF3D7_1206200,0.123,-2.98
chr12,PF3D7_1206300,0.599,-2.564
chr12,PF3D7_1206400,0.999,-0.46
chr12,PF3D7_1206500,1,-2.178
chr12,PF3D7_1206600,0.972,-2.834
chr12,PF3D7_1206700,0.366,-2.497
chr12,PF3D7_1206800,0.206,-3.331
chr12,PF3D7_1206900,1,0.703
chr12,PF3D7_1207000,1,-0.871
chr12,PF3D7_1207100,0.992,-2.589
chr12,PF3D7_1207200,1,-1.651
chr12,PF3D7_1207300,0.99,0
chr12,PF3D7_1207400,0.137,-2.975
chr12,PF3D7_1207500,0.176,-3.255
chr12,PF3D7_1207600,0.715,-3.103
chr12,PF3D7_1207700,0.141,-2.858
chr12,PF3D7_1207800,1,0.267
chr12,PF3D7_1207900,0.371,-3.489
chr12,PF3D7_1208000,0.139,-3.406
chr12,PF3D7_1208100,0.137,-3.186
chr12,PF3D7_1208200,1,-1.061
chr12,PF3D7_1208300,0.122,-3.08
chr12,PF3D7_1208400,1,-1.474
chr12,PF3D7_1208500,1,-2.203
chr12,PF3D7_1208600,0.144,-2.839
chr12,PF3D7_1208700,0.139,-2.799
chr12,PF3D7_1208800,1,-2.489
chr12,PF3D7_1208900,1,-2.475
chr12,PF3D7_1209000,0.38,-2.814
chr12,PF3D7_1209100,1,-2.442
chr12,PF3D7_1209200,0.519,-2.439
chr12,PF3D7_1209300,1,-1.082
chr12,PF3D7_1209400,0.502,-2.659
chr12,PF3D7_1209500,1,-2.516
chr12,PF3D7_1209600,0.132,-2.946
chr12,PF3D7_1209700,1,0.319
chr12,PF3D7_1209800,0.158,-3.146
chr12,PF3D7_1209900,1,-1.952
chr12,PF3D7_1210000,0.191,-3.282
chr12,PF3D7_1210100,0.13,-2.884
chr12,PF3D7_1210200,1,-1.333
chr12,PF3D7_1210300,0.126,-2.902
chr12,PF3D7_1210400,0.432,-2.517
chr12,PF3D7_1210500,0.277,-3.309
chr12,PF3D7_1210600,0.978,-2.885
chr12,PF3D7_1210700,1,-0.751
chr12,PF3D7_1210900,0.181,-2.588
chr12,PF3D7_1211000,1,0.076
chr12,PF3D7_1211100,1,-2.169
chr12,PF3D7_1211200,0.119,-3.013
chr12,PF3D7_1211300,0.999,-2.907
chr12,PF3D7_1211400,0.261,-2.79
chr12,PF3D7_1211500,0.386,-3.224
chr12,PF3D7_1211600,1,-1.364
chr12,PF3D7_1211700,0.252,-2.757
chr12,PF3D7_1211800,0.272,-3.296
chr12,PF3D7_1211900,0.119,-3.089
chr12,PF3D7_1212000,0.133,-3.056
chr12,PF3D7_1212100,0.143,-3.15
chr12,PF3D7_1212200,0.131,-3.156
chr12,PF3D7_1212300,0.999,-1.224
chr12,PF3D7_1212400,0.131,-3.212
chr12,PF3D7_1212500,0.161,-2.732
chr12,PF3D7_1212600,0.144,-2.953
chr12,PF3D7_1212700,0.16,-2.765
chr12,PF3D7_1212800,0.828,-0.409
chr12,PF3D7_1212900,0.173,-2.746
chr12,PF3D7_1213200,1,-0.976
chr12,PF3D7_1213300,1,-1.394
chr12,PF3D7_1213400,0.178,-2.786
chr12,PF3D7_1213500,0.543,-3.236
chr12,PF3D7_1213600,0.929,-2.263
chr12,PF3D7_1213700,0.133,-3.188
chr12,PF3D7_1213800,0.12,-3.106
chr12,PF3D7_1213900,0.184,-2.806
chr12,PF3D7_1214000,0.955,-2.885
chr12,PF3D7_1214100,0.135,-2.876
chr12,PF3D7_1214200,1,-1.751
chr12,PF3D7_1214300,0.124,-3.107
chr12,PF3D7_1214400,0.248,-2.756
chr12,PF3D7_1214500,1,-1.522
chr12,PF3D7_1214600,0.303,-2.46
chr12,PF3D7_1214700,0.12,-2.953
chr12,PF3D7_1214800,0.12,-2.835
chr12,PF3D7_1214900,0.754,-2.246
chr12,PF3D7_1215000,0.171,-2.937
chr12,PF3D7_1215100,0.657,-3.006
chr12,PF3D7_1215200,0.992,-2.201
chr12,PF3D7_1215300,0.978,-2.429
chr12,PF3D7_1215400,0.15,-3.227
chr12,PF3D7_1215500,0.331,-3.321
chr12,PF3D7_1215600,0.127,-3.223
chr12,PF3D7_1215700,1,-2.343
chr12,PF3D7_1215800,0.259,-2.335
chr12,PF3D7_1215900,0.992,-2.996
chr12,PF3D7_1216000,0.173,-3.204
chr12,PF3D7_1216100,0.125,-3.218
chr12,PF3D7_1216200,0.135,-3.106
chr12,PF3D7_1216300,0.129,-3.394
chr12,PF3D7_1216400,0.672,-2.907
chr12,PF3D7_1216500,1,1.33
chr12,PF3D7_1216600,0.123,-2.887
chr12,PF3D7_1216700,1,-2.741
chr12,PF3D7_1216900,0.137,-2.85
chr12,PF3D7_1217000,0.939,-2.119
chr12,PF3D7_1217100,0.926,-2.501
chr12,PF3D7_1217200,0.129,-2.915
chr12,PF3D7_1217300,0.36,-2.591
chr12,PF3D7_1217400,0.994,-2.511
chr12,PF3D7_1217500,0.167,-2.466
chr12,PF3D7_1217600,0.574,-2.208
chr12,PF3D7_1217700,0.434,-2.649
chr12,PF3D7_1217800,0.169,0
chr12,PF3D7_1217900,1,-2.577
chr12,PF3D7_1218000,0.224,-2.612
chr12,PF3D7_1218100,1,-0.54
chr12,PF3D7_1218200,0.128,-3.095
chr12,PF3D7_1218300,0.22,-3.402
chr12,PF3D7_1218400,1,-2.15
chr12,PF3D7_1218500,0.13,-3.146
chr12,PF3D7_1218600,0.12,-2.898
chr12,PF3D7_1218700,1,-0.301
chr12,PF3D7_1218800,1,0.565
chr12,PF3D7_1218900,1,0.106
chr12,PF3D7_1219000,1,-2.285
chr12,PF3D7_1219100,0.121,-3.091
chr12,PF3D7_1219200,0.169,-2.851
chr12,PF3D7_1219300,1,0.67
chr12,PF3D7_1219400,0.988,-2.094
chr12,PF3D7_1219500,0.754,-2.212
chr12,PF3D7_1219600,0.119,-3.033
chr12,PF3D7_1219700,0.174,-2.863
chr12,PF3D7_1219800,0.169,-3.149
chr12,PF3D7_1219900,0.12,-3.096
chr12,PF3D7_1220000,0.214,-2.68
chr12,PF3D7_1220100,0.225,-2.701
chr12,PF3D7_1220200,1,-1.075
chr12,PF3D7_1220300,0.121,-2.97
chr12,PF3D7_1220400,0.779,-2.514
chr12,PF3D7_1220500,0.162,-2.839
chr12,PF3D7_1220600,0.444,-3.248
chr12,PF3D7_1220700,1,-2.83
chr12,PF3D7_1220900,0.129,-3.236
chr12,PF3D7_1221000,1,-1.865
chr12,PF3D7_1221100,0.12,-2.71
chr12,PF3D7_1221200,0.119,-2.835
chr12,PF3D7_1221300,0.995,-2.534
chr12,PF3D7_1221400,1,-1.951
chr12,PF3D7_1221500,0.125,-3.128
chr12,PF3D7_1221600,0.169,-2.695
chr12,PF3D7_1221700,0.159,-3.294
chr12,PF3D7_1221800,0.309,-2.637
chr12,PF3D7_1221900,0.23,-3.345
chr12,PF3D7_1222000,0.999,-2.293
chr12,PF3D7_1222100,0.995,-3.033
chr12,PF3D7_1222300,0.148,-2.824
chr12,PF3D7_1222400,0.997,-2.553
chr12,PF3D7_1222500,0.149,-3.171
chr12,PF3D7_1222600,1,-2.72
chr12,PF3D7_1222700,1,-1.808
chr12,PF3D7_1222800,0.592,-2.82
chr12,PF3D7_1222900,0.238,-3.259
chr12,PF3D7_1223000,0.122,-3.299
chr12,PF3D7_1223100,0.399,-2.62
chr12,PF3D7_1223200,0.124,-3.22
chr12,PF3D7_1223300,0.119,-3.116
chr12,PF3D7_1223400,0.126,-2.87
chr12,PF3D7_1223500,0.142,-2.828
chr12,PF3D7_1223600,0.135,-3.199
chr12,PF3D7_1223700,0.903,-2.369
chr12,PF3D7_1223800,1,-0.31
chr12,PF3D7_1223900,0.144,-2.577
chr12,PF3D7_1224000,1,-2.119
chr12,PF3D7_1224100,0.946,-2.169
chr12,PF3D7_1224200,0.974,-2.452
chr12,PF3D7_1224300,0.149,-2.725
chr12,PF3D7_1224400,0.119,-3.218
chr12,PF3D7_1224500,0.411,-2.479
chr12,PF3D7_1224600,0.125,-3.069
chr12,PF3D7_1224700,0.12,-2.952
chr12,PF3D7_1224800,0.123,-2.94
chr12,PF3D7_1224900,0.985,0
chr12,PF3D7_1225000,0.14,-3.163
chr12,PF3D7_1225100,0.811,-3.027
chr12,PF3D7_1225200,0.121,-3.017
chr12,PF3D7_1225300,0.12,-2.827
chr12,PF3D7_1225400,0.177,-2.742
chr12,PF3D7_1225500,0.136,-3.105
chr12,PF3D7_1225600,0.761,-2.358
chr12,PF3D7_1225700,0.124,-3.115
chr12,PF3D7_1225800,0.121,-2.922
chr12,PF3D7_1225900,0.248,-3.506
chr12,PF3D7_1226000,0.559,-3.059
chr12,PF3D7_1226100,0.134,-2.761
chr12,PF3D7_1226200,0.126,-2.877
chr12,PF3D7_1226300,0.959,-2.598
chr12,PF3D7_1226400,0.123,-3.138
chr12,PF3D7_1226500,0.13,-2.935
chr12,PF3D7_1226600,0.131,-3.303
chr12,PF3D7_1226700,1,-1.894
chr12,PF3D7_1226800,0.121,-2.924
chr12,PF3D7_1226900,1,-1.134
chr12,PF3D7_1227000,0.143,-3.468
chr12,PF3D7_1227100,1,0.194
chr12,PF3D7_1227200,0.125,-2.944
chr12,PF3D7_1227300,0.235,-2.651
chr12,PF3D7_1227400,1,-1.107
chr12,PF3D7_1227500,0.997,-2.712
chr12,PF3D7_1227600,0.246,-2.617
chr12,PF3D7_1227700,1,0.291
chr12,PF3D7_1227800,0.731,-2.938
chr12,PF3D7_1227900,0.127,-2.986
chr12,PF3D7_1228000,0.229,-2.957
chr12,PF3D7_1228100,1,0.023
chr12,PF3D7_1228200,0.219,-2.758
chr12,PF3D7_1228300,0.806,-2.349
chr12,PF3D7_1228400,0.218,-2.632
chr12,PF3D7_1228500,0.134,-3.241
chr12,PF3D7_1228600,0.39,-3.212
chr12,PF3D7_1228700,1,-2.702
chr12,PF3D7_1228800,1,-2.425
chr12,PF3D7_1228900,0.135,-3.065
chr12,PF3D7_1229000,0.124,-3.063
chr12,PF3D7_1229100,1,-1.328
chr12,PF3D7_1229300,1,-1.818
chr12,PF3D7_1229400,0.996,0
chr12,PF3D7_1229500,0.151,-2.822
chr12,PF3D7_1229600,0.462,-2.449
chr12,PF3D7_1229700,0.776,-3.051
chr12,PF3D7_1229800,0.998,-2.59
chr12,PF3D7_1229900,1,-0.234
chr12,PF3D7_1230000,1,-0.033
chr12,PF3D7_1230100,0.728,-2.293
chr12,PF3D7_1230200,1,-2.512
chr12,PF3D7_1230300,1,-1.467
chr12,PF3D7_1230400,0.431,-2.873
chr12,PF3D7_1230500,0.12,-3.108
chr12,PF3D7_1230600,0.142,-2.805
chr12,PF3D7_1230700,0.989,-1.951
chr12,PF3D7_1230800,0.219,-2.677
chr12,PF3D7_1230900,0.248,-2.75
chr12,PF3D7_1231000,1,-0.034
chr12,PF3D7_1231100,0.165,-3.157
chr12,PF3D7_1231200,1,-1.256
chr12,PF3D7_1231300,1,-1.516
chr12,PF3D7_1231400,0.152,-2.784
chr12,PF3D7_1231500,0.449,0
chr12,PF3D7_1231600,0.47,-2.544
chr12,PF3D7_1231700,0.122,-3.074
chr12,PF3D7_1231800,1,-1.598
chr12,PF3D7_1231900,0.12,-2.962
chr12,PF3D7_1232000,0.221,-2.709
chr12,PF3D7_1232100,0.148,-2.575
chr12,PF3D7_1232200,0.2,-2.776
chr12,PF3D7_1232300,0.208,-3.279
chr12,PF3D7_1232400,1,-2.758
chr12,PF3D7_1232500,1,-0.591
chr12,PF3D7_1232600,0.122,-2.998
chr12,PF3D7_1232700,0.129,-2.852
chr12,PF3D7_1232800,0.146,-3.357
chr12,PF3D7_1232900,0.124,-3.025
chr12,PF3D7_1233000,0.119,-3.012
chr12,PF3D7_1233100,0.373,-3.77
chr12,PF3D7_1233200,1,-0.591
chr12,PF3D7_1233300,0.138,-2.893
chr12,PF3D7_1233400,0.975,-2.538
chr12,PF3D7_1233600,0.984,-2.832
chr12,PF3D7_1233700,0.144,-2.908
chr12,PF3D7_1233800,0.124,-3.151
chr12,PF3D7_1233900,0.12,-2.955
chr12,PF3D7_1234000,0.119,-3.015
chr12,PF3D7_1234100,0.918,-2.923
chr12,PF3D7_1234200,1,0.005
chr12,PF3D7_1234300,0.125,-3.201
chr12,PF3D7_1234400,0.176,-2.691
chr12,PF3D7_1234500,0.995,-2.891
chr12,PF3D7_1234600,0.126,-3.117
chr12,PF3D7_1234700,1,-0.975
chr12,PF3D7_1234800,0.608,-2.515
chr12,PF3D7_1234900,0.97,-1.957
chr12,PF3D7_1235000,0.999,-1.305
chr12,PF3D7_1235100,1,0
chr12,PF3D7_1235200,0.462,-2.43
chr12,PF3D7_1235300,0.364,-2.642
chr12,PF3D7_1235400,0.214,-2.711
chr12,PF3D7_1235500,0.498,-2.51
chr12,PF3D7_1235600,0.126,-2.803
chr12,PF3D7_1235700,0.622,-2.512
chr12,PF3D7_1235800,1,-0.514
chr12,PF3D7_1235900,0.885,-2.759
chr12,PF3D7_1236000,0.132,-2.891
chr12,PF3D7_1236100,0.563,-2.39
chr12,PF3D7_1236200,1,0.225
chr12,PF3D7_1236300,0.735,-2.714
chr12,PF3D7_1236400,0.184,-3.254
chr12,PF3D7_1236500,1,-0.615
chr12,PF3D7_1236600,0.12,-2.715
chr12,PF3D7_1236700,0.152,-3.176
chr12,PF3D7_1236800,1,-2.418
chr12,PF3D7_1236900,0.569,-2.314
chr12,PF3D7_1237000,0.159,-2.872
chr12,PF3D7_1237100,0.127,-2.919
chr12,PF3D7_1237200,1,-1.328
chr12,PF3D7_1237300,0.999,0.453
